sex,race,age,edu,state,total,positive
Female,Other,35-64,No HS,MN,3,2
Female,Other,35-64,No HS,MO,1,1
Female,Other,35-64,No HS,NC,1,0
Female,Other,35-64,No HS,ND,1,0
Female,Other,35-64,No HS,NE,1,0
Female,Other,35-64,No HS,NH,1,0
Female,Other,35-64,No HS,NJ,1,1
Female,Other,35-64,No HS,NM,1,0
Female,Other,35-64,No HS,NV,1,1
Female,Other,35-64,No HS,NY,3,2
Female,Other,35-64,No HS,OH,1,0
Female,Other,35-64,No HS,OK,2,2
Female,Other,35-64,No HS,PA,2,1
Female,Other,35-64,No HS,PR,3,1
Female,Other,35-64,No HS,RI,1,1
Female,Other,35-64,No HS,SC,3,2
Female,Other,35-64,No HS,SD,2,1
Female,Other,35-64,No HS,TN,1,1
Female,Other,35-64,No HS,TX,3,1
Female,Other,35-64,No HS,UT,2,0
Female,Other,35-64,No HS,VI,2,1
Female,Other,35-64,Post-Grad,CA,1,1
Female,Other,35-64,Post-Grad,CO,2,1
Female,Other,35-64,Post-Grad,CT,4,2
Female,Other,35-64,Post-Grad,DC,2,1
Female,Other,35-64,Post-Grad,FL,1,1
Female,Other,35-64,Post-Grad,GA,1,0
Female,Other,35-64,Post-Grad,IA,1,1
Female,Other,35-64,Post-Grad,ID,1,1
Female,Other,35-64,Post-Grad,IL,1,1
Female,Other,35-64,Post-Grad,IN,1,1
Female,Other,35-64,Post-Grad,KS,3,1
Female,Other,35-64,Post-Grad,LA,2,1
Female,Other,35-64,Post-Grad,MA,3,1
Female,Other,35-64,Post-Grad,ME,1,0
Female,Other,35-64,Post-Grad,MI,3,1
Female,Other,35-64,Post-Grad,MN,2,1
Female,Other,35-64,Post-Grad,MO,1,0
Female,Other,35-64,Post-Grad,MS,4,4
Female,Other,35-64,Post-Grad,MT,3,2
Female,Other,35-64,Post-Grad,ND,1,1
Female,Other,35-64,Post-Grad,NH,2,1
Female,Other,35-64,Post-Grad,NJ,1,0
Female,Other,35-64,Post-Grad,NM,4,3
Female,Other,35-64,Post-Grad,NV,2,1
Female,Other,35-64,Post-Grad,OH,4,4
Female,Other,35-64,Post-Grad,OK,1,1
Female,Other,35-64,Post-Grad,OR,2,1
Female,Other,35-64,Post-Grad,RI,4,4
Female,Other,35-64,Post-Grad,SC,2,1
Female,Other,35-64,Post-Grad,SD,2,2
Female,Other,35-64,Post-Grad,TN,3,2
Female,Other,35-64,Post-Grad,TX,2,0
Female,Other,35-64,Post-Grad,VA,2,0
Female,Other,35-64,Some College,CA,1,1
Female,Other,35-64,Some College,CO,2,1
Female,Other,35-64,Some College,CT,1,0
Female,Other,35-64,Some College,DC,2,1
Female,Other,35-64,Some College,DE,1,1
Female,Other,35-64,Some College,FL,5,4
Female,Other,35-64,Some College,GA,1,1
Female,Other,35-64,Some College,IA,1,1
Female,Other,35-64,Some College,ID,1,0
Female,Other,35-64,Some College,IL,1,1
Female,Other,35-64,Some College,IN,1,0
Female,Other,35-64,Some College,KS,1,1
Female,Other,35-64,Some College,LA,1,1
Female,Other,35-64,Some College,MA,2,1
Female,Other,35-64,Some College,MI,1,0
Female,Other,35-64,Some College,MO,3,1
Female,Other,35-64,Some College,MS,1,0
Female,Other,35-64,Some College,MT,1,1
Female,Other,35-64,Some College,NC,1,1
Female,Other,35-64,Some College,ND,1,0
Female,Other,35-64,Some College,NE,4,3
Female,Other,35-64,Some College,NH,3,1
Female,Other,35-64,Some College,NJ,1,0
Female,Other,35-64,Some College,NM,2,0
Female,Other,35-64,Some College,NV,2,2
Female,Other,35-64,Some College,NY,4,4
Female,Other,35-64,Some College,OH,2,1
Female,Other,35-64,Some College,OK,5,2
Female,Other,35-64,Some College,OR,4,2
Female,Other,35-64,Some College,PA,1,0
Female,Other,35-64,Some College,PR,1,1
Female,Other,35-64,Some College,RI,2,1
Female,Other,35-64,Some College,SC,3,1
Female,Other,35-64,Some College,SD,1,1
Female,Other,35-64,Some College,TN,3,2
Female,Other,35-64,Some College,UT,3,3
Female,Other,35-64,Some College,VA,2,1
Female,Other,35-64,Some College,VI,1,1
Female,Other,65-74,4-Year College,CO,1,0
Female,Other,65-74,4-Year College,DC,1,0
Female,Other,65-74,4-Year College,DE,1,0
Female,Other,65-74,4-Year College,FL,1,0
Female,Other,65-74,4-Year College,GA,1,1
Female,Other,65-74,4-Year College,HI,2,1
Female,Other,65-74,4-Year College,IA,4,2
Female,Other,65-74,4-Year College,IL,1,1
Female,Other,65-74,4-Year College,KS,2,0
Female,Other,65-74,4-Year College,KY,4,0
Female,Other,65-74,4-Year College,LA,3,0
Female,Other,65-74,4-Year College,MA,2,1
Female,Other,65-74,4-Year College,ME,2,0
Female,Other,65-74,4-Year College,MI,2,0
Female,Other,65-74,4-Year College,MN,2,1
Female,Other,65-74,4-Year College,MO,2,0
Female,Other,65-74,4-Year College,MS,1,0
Female,Other,65-74,4-Year College,MT,1,0
Female,Other,65-74,4-Year College,NC,1,0
Female,Other,65-74,4-Year College,NH,2,0
Female,Other,65-74,4-Year College,NV,2,0
Female,Other,65-74,4-Year College,NY,2,0
Female,Other,65-74,4-Year College,OK,1,0
Female,Other,65-74,4-Year College,OR,3,0
Female,Other,65-74,4-Year College,PA,1,1
Female,Other,65-74,4-Year College,PR,2,0
Female,Other,65-74,4-Year College,RI,1,0
Female,Other,65-74,4-Year College,SC,1,0
Female,Other,65-74,4-Year College,SD,1,1
Female,Other,65-74,4-Year College,TX,1,0
Female,Other,65-74,4-Year College,UT,1,0
Female,Other,65-74,4-Year College,VA,3,1
Female,Other,65-74,HS,CA,4,2
Female,Other,65-74,HS,CT,4,2
Female,Other,65-74,HS,FL,1,0
Female,Other,65-74,HS,GA,1,1
Female,Other,65-74,HS,HI,1,0
Female,Other,65-74,HS,IA,7,3
Female,Other,65-74,HS,ID,1,0
Female,Other,65-74,HS,IL,2,0
Female,Other,65-74,HS,IN,1,0
Female,Other,65-74,HS,KS,2,1
Female,Other,65-74,HS,KY,3,0
Female,Other,65-74,HS,LA,1,0
Female,Other,65-74,HS,MA,2,0
Female,Other,65-74,HS,MD,3,1
Female,Other,65-74,HS,MN,1,0
Female,Other,65-74,HS,MO,1,0
Female,Other,65-74,HS,MS,2,0
Female,Other,65-74,HS,MT,2,1
Female,Other,65-74,HS,ND,5,0
Female,Other,65-74,HS,NE,4,0
Female,Other,65-74,HS,NH,1,0
Female,Other,65-74,HS,NJ,4,0
Female,Other,65-74,HS,NM,1,0
Female,Other,65-74,HS,NV,1,1
Female,Other,65-74,HS,OH,2,0
Female,Other,65-74,HS,OK,1,1
Female,Other,65-74,HS,PA,1,1
Female,Other,65-74,HS,PR,2,0
Female,Other,65-74,HS,RI,2,1
Female,Other,65-74,HS,SD,3,0
Female,Other,65-74,HS,TN,1,0
Female,Other,65-74,HS,TX,2,2
Female,Other,65-74,HS,UT,5,1
Female,Other,65-74,HS,VA,4,1
Female,Other,65-74,HS,VI,3,2
Female,Other,65-74,No HS,CT,1,0
Female,Other,65-74,No HS,DC,2,0
Female,Other,65-74,No HS,DE,1,0
Female,Other,65-74,No HS,GU,3,2
Female,Other,65-74,No HS,IA,2,1
Female,Other,65-74,No HS,IL,2,1
Female,Other,65-74,No HS,KY,1,0
Female,Other,65-74,No HS,MA,1,0
Female,Other,65-74,No HS,MD,2,1
Female,Other,65-74,No HS,ME,2,1
Female,Other,65-74,No HS,MI,1,1
Female,Other,65-74,No HS,MN,1,1
Female,Other,65-74,No HS,MO,3,0
Female,Other,65-74,No HS,MS,2,1
Female,Other,65-74,No HS,MT,4,2
Female,Other,65-74,No HS,NC,2,0
Female,Other,65-74,No HS,ND,1,0
Female,Other,65-74,No HS,NE,1,1
Female,Other,65-74,No HS,NM,1,1
Female,Other,65-74,No HS,NV,1,0
Female,Other,65-74,No HS,NY,2,0
Female,Other,65-74,No HS,OH,5,1
Female,Other,65-74,No HS,OK,3,1
Female,Other,65-74,No HS,PA,1,0
Female,Other,65-74,No HS,PR,1,1
Female,Other,65-74,No HS,SC,1,0
Female,Other,65-74,No HS,SD,2,0
Female,Other,65-74,No HS,TN,2,1
Female,Other,65-74,No HS,TX,5,1
Female,Other,65-74,No HS,VA,1,0
Female,Other,65-74,No HS,VI,1,0
Female,Other,65-74,Post-Grad,CA,4,0
Female,Other,65-74,Post-Grad,CO,1,0
Female,Other,65-74,Post-Grad,DC,2,1
Female,Other,65-74,Post-Grad,DE,1,0
Female,Other,65-74,Post-Grad,FL,2,1
Female,Other,65-74,Post-Grad,IA,2,1
Female,Other,65-74,Post-Grad,ID,2,0
Female,Other,65-74,Post-Grad,IL,1,1
Female,Other,65-74,Post-Grad,IN,1,1
Female,Other,65-74,Post-Grad,KS,1,0
Female,Other,65-74,Post-Grad,KY,3,0
Female,Other,65-74,Post-Grad,LA,1,0
Female,Other,65-74,Post-Grad,MA,3,1
Female,Other,65-74,Post-Grad,MI,1,1
Female,Other,65-74,Post-Grad,MS,1,0
Female,Other,65-74,Post-Grad,MT,2,1
Female,Other,65-74,Post-Grad,NC,1,0
Female,Other,65-74,Post-Grad,ND,2,0
Female,Other,65-74,Post-Grad,NE,1,0
Female,Other,65-74,Post-Grad,NM,4,1
Female,Other,65-74,Post-Grad,NY,1,1
Female,Other,65-74,Post-Grad,OH,2,1
Female,Other,65-74,Post-Grad,OK,1,0
Female,Other,65-74,Post-Grad,OR,2,1
Female,Other,65-74,Post-Grad,PA,3,1
Female,Other,65-74,Post-Grad,PR,1,0
Female,Other,65-74,Post-Grad,SD,2,2
Female,Other,65-74,Post-Grad,TN,2,1
Female,Other,65-74,Post-Grad,TX,1,1
Female,Other,65-74,Post-Grad,UT,1,0
Female,Other,65-74,Some College,CA,1,0
Female,Other,65-74,Some College,CT,2,1
Female,Other,65-74,Some College,HI,3,3
Female,Other,65-74,Some College,IA,2,1
Female,Other,65-74,Some College,ID,4,0
Female,Other,65-74,Some College,IL,2,2
Female,Other,65-74,Some College,KS,3,0
Female,Other,65-74,Some College,LA,1,0
Female,Other,65-74,Some College,MA,1,0
Female,Other,65-74,Some College,MD,2,0
Female,Other,65-74,Some College,ME,3,2
Female,Other,65-74,Some College,MO,4,0
Female,Other,65-74,Some College,MS,1,0
Female,Other,65-74,Some College,ND,3,1
Female,Other,65-74,Some College,NE,2,0
Female,Other,65-74,Some College,NM,1,0
Female,Other,65-74,Some College,NV,1,1
Female,Other,65-74,Some College,OH,1,0
Female,Other,65-74,Some College,OK,1,1
Female,Other,65-74,Some College,OR,1,1
Female,Other,65-74,Some College,PR,2,0
Female,Other,65-74,Some College,SC,2,0
Female,Other,65-74,Some College,SD,2,1
Female,Other,65-74,Some College,TN,2,1
Female,Other,65-74,Some College,TX,2,1
Female,Other,65-74,Some College,UT,2,0
Female,Other,65-74,Some College,VA,1,0
Female,Other,65-74,Some College,VI,3,1
Female,Other,75+,4-Year College,CA,4,2
Female,Other,75+,4-Year College,CT,3,2
Female,Other,75+,4-Year College,GA,1,0
Female,Other,75+,4-Year College,HI,1,1
Female,Other,75+,4-Year College,IA,1,0
Female,Other,75+,4-Year College,ID,4,0
Female,Other,75+,4-Year College,IL,1,1
Female,Other,75+,4-Year College,IN,1,1
Female,Other,75+,4-Year College,KS,3,2
Female,Other,75+,4-Year College,KY,1,0
Female,Other,75+,4-Year College,LA,1,1
Female,Other,75+,4-Year College,MA,2,1
Female,Other,75+,4-Year College,MD,2,2
Female,Other,75+,4-Year College,ME,1,0
Female,Other,75+,4-Year College,MI,1,0
Female,Other,75+,4-Year College,MN,4,3
Female,Other,75+,4-Year College,MO,1,0
Female,Other,75+,4-Year College,MS,2,1
Female,Other,75+,4-Year College,NC,1,0
Female,Other,75+,4-Year College,ND,1,0
Female,Other,75+,4-Year College,NE,1,1
Female,Other,75+,4-Year College,NH,1,0
Female,Other,75+,4-Year College,NJ,2,1
Female,Other,75+,4-Year College,NM,2,0
Female,Other,75+,4-Year College,NY,1,0
Female,Other,75+,4-Year College,OH,1,1
Female,Other,75+,4-Year College,OK,1,0
Female,Other,75+,4-Year College,PA,1,0
Female,Other,75+,4-Year College,PR,2,0
Female,Other,75+,4-Year College,RI,1,1
Female,Other,75+,4-Year College,SD,3,1
Female,Other,75+,4-Year College,TN,1,0
Female,Other,75+,4-Year College,TX,1,1
Female,Other,75+,4-Year College,UT,1,0
Female,Other,75+,4-Year College,VA,3,1
Female,Other,75+,4-Year College,VI,2,1
Female,Other,75+,HS,CA,1,0
Female,Other,75+,HS,CO,2,1
Female,Other,75+,HS,CT,1,1
Female,Other,75+,HS,DC,1,0
Female,Other,75+,HS,DE,2,1
Female,Other,75+,HS,FL,3,3
Female,Other,75+,HS,GU,1,0
Female,Other,75+,HS,HI,1,0
Female,Other,75+,HS,IA,1,0
Female,Other,75+,HS,IL,1,1
Female,Other,75+,HS,KS,2,1
Female,Other,75+,HS,KY,3,2
Female,Other,75+,HS,LA,1,1
Female,Other,75+,HS,MA,1,1
Female,Other,75+,HS,MD,3,0
Female,Other,75+,HS,ME,1,1
Female,Other,75+,HS,MI,5,3
Female,Other,75+,HS,MN,1,1
Female,Other,75+,HS,MO,1,0
Female,Other,75+,HS,MS,1,1
Female,Other,75+,HS,MT,1,0
Female,Other,75+,HS,NE,3,1
Female,Other,75+,HS,NH,2,0
Female,Other,75+,HS,NJ,1,0
Female,Other,75+,HS,NV,1,1
Female,Other,75+,HS,NY,1,1
Female,Other,75+,HS,OH,4,3
Female,Other,75+,HS,OK,2,1
Female,Other,75+,HS,OR,1,1
Female,Other,75+,HS,PA,1,0
Female,Other,75+,HS,RI,1,0
Female,Other,75+,HS,SC,2,0
Female,Other,75+,HS,SD,1,1
Female,Other,75+,HS,TN,1,0
Female,Other,75+,HS,TX,1,1
Female,Other,75+,HS,UT,1,0
Female,Other,75+,HS,VA,1,0
Female,Other,75+,HS,VI,2,0
Female,Other,75+,No HS,CA,3,1
Female,Other,75+,No HS,CT,1,0
Female,Other,75+,No HS,DC,3,2
Female,Other,75+,No HS,DE,3,0
Female,Other,75+,No HS,FL,1,0
Female,Other,75+,No HS,GA,1,0
Female,Other,75+,No HS,HI,3,1
Female,Other,75+,No HS,IA,2,1
Female,Other,75+,No HS,ID,2,1
Female,Other,75+,No HS,IL,1,1
Female,Other,75+,No HS,IN,1,0
Female,Other,75+,No HS,KY,1,0
Female,Other,75+,No HS,LA,3,2
Female,Other,75+,No HS,MA,3,2
Female,Other,75+,No HS,MD,1,1
Female,Other,75+,No HS,MI,2,2
Female,Other,75+,No HS,MN,1,0
Female,Other,75+,No HS,MO,3,2
Female,Other,75+,No HS,MS,3,3
Female,Other,75+,No HS,MT,3,2
Female,Other,75+,No HS,NC,3,2
Female,Other,75+,No HS,ND,2,1
Female,Other,75+,No HS,NE,3,2
Female,Other,75+,No HS,NH,2,0
Female,Other,75+,No HS,NJ,2,1
Female,Other,75+,No HS,NM,2,0
Female,Other,75+,No HS,NV,3,3
Female,Other,75+,No HS,NY,4,4
Female,Other,75+,No HS,OH,6,3
Female,Other,75+,No HS,PR,2,1
Female,Other,75+,No HS,SC,2,2
Female,Other,75+,No HS,TN,1,0
Female,Other,75+,No HS,UT,1,0
Female,Other,75+,No HS,VA,2,1
Female,Other,75+,No HS,VI,1,1
Female,Other,75+,Post-Grad,CA,1,1
Female,Other,75+,Post-Grad,CO,1,0
Female,Other,75+,Post-Grad,CT,1,1
Female,Other,75+,Post-Grad,FL,1,1
Female,Other,75+,Post-Grad,GA,3,2
Female,Other,75+,Post-Grad,GU,1,1
Female,Other,75+,Post-Grad,HI,2,2
Female,Other,75+,Post-Grad,IA,1,1
Female,Other,75+,Post-Grad,ID,1,0
Female,Other,75+,Post-Grad,IL,2,1
Female,Other,75+,Post-Grad,IN,2,2
Female,Other,75+,Post-Grad,KS,3,2
Female,Other,75+,Post-Grad,KY,2,2
Female,Other,75+,Post-Grad,LA,1,1
Female,Other,75+,Post-Grad,ME,1,1
Female,Other,75+,Post-Grad,MI,1,1
Female,Other,75+,Post-Grad,MO,1,0
Female,Other,75+,Post-Grad,MS,1,0
Female,Other,75+,Post-Grad,NC,3,1
Female,Other,75+,Post-Grad,ND,2,1
Female,Other,75+,Post-Grad,NH,2,0
Female,Other,75+,Post-Grad,NJ,3,2
Female,Other,75+,Post-Grad,NM,1,1
Female,Other,75+,Post-Grad,NV,1,1
Female,Other,75+,Post-Grad,NY,1,1
Female,Other,75+,Post-Grad,OH,2,2
Female,Other,75+,Post-Grad,OK,2,2
Female,Other,75+,Post-Grad,PA,1,1
Female,Other,75+,Post-Grad,PR,4,2
Female,Other,75+,Post-Grad,SC,1,0
Female,Other,75+,Post-Grad,TN,2,1
Female,Other,75+,Post-Grad,UT,1,1
Female,Other,75+,Post-Grad,VA,1,0
Female,Other,75+,Some College,CA,1,1
Female,Other,75+,Some College,DC,1,1
Female,Other,75+,Some College,GA,2,2
Female,Other,75+,Some College,GU,3,2
Female,Other,75+,Some College,HI,2,0
Female,Other,75+,Some College,IA,1,1
Female,Other,75+,Some College,ID,2,1
Female,Other,75+,Some College,KS,2,1
Female,Other,75+,Some College,KY,1,0
Female,Other,75+,Some College,MA,2,1
Female,Other,75+,Some College,MD,1,1
Female,Other,75+,Some College,MI,2,2
Female,Other,75+,Some College,MN,2,2
Female,Other,75+,Some College,MS,3,1
Female,Other,75+,Some College,MT,2,1
Female,Other,75+,Some College,NC,2,0
Female,Other,75+,Some College,NH,3,3
Female,Other,75+,Some College,NJ,2,1
Female,Other,75+,Some College,NM,2,1
Female,Other,75+,Some College,NV,2,2
Female,Other,75+,Some College,NY,1,0
Female,Other,75+,Some College,OH,3,2
Female,Other,75+,Some College,OR,1,1
Female,Other,75+,Some College,PA,2,2
Female,Other,75+,Some College,PR,1,0
Female,Other,75+,Some College,RI,2,1
Female,Other,75+,Some College,SC,1,1
Female,Other,75+,Some College,SD,1,0
Female,Other,75+,Some College,UT,1,1
Female,Other,75+,Some College,VA,1,1
Female,White,0-17,4-Year College,CA,2,1
Female,White,0-17,4-Year College,CO,1,1
Female,White,0-17,4-Year College,DE,4,1
Female,White,0-17,4-Year College,FL,1,1
Female,White,0-17,4-Year College,GA,2,2
Female,White,0-17,4-Year College,HI,1,1
Female,White,0-17,4-Year College,IA,1,0
Female,White,0-17,4-Year College,ID,1,0
Female,White,0-17,4-Year College,IL,1,0
Female,White,0-17,4-Year College,IN,1,0
Female,White,0-17,4-Year College,KS,5,5
Female,White,0-17,4-Year College,LA,1,1
Female,White,0-17,4-Year College,MA,2,2
Female,White,0-17,4-Year College,MD,1,0
Female,White,0-17,4-Year College,ME,1,1
Female,White,0-17,4-Year College,MI,1,0
Female,White,0-17,4-Year College,MO,1,0
Female,White,0-17,4-Year College,MS,2,0
Female,White,0-17,4-Year College,MT,3,1
Female,White,0-17,4-Year College,NC,3,2
Female,White,0-17,4-Year College,ND,1,0
Female,White,0-17,4-Year College,NE,1,1
Female,White,0-17,4-Year College,NH,2,0
Female,White,0-17,4-Year College,NJ,1,0
Female,White,0-17,4-Year College,NM,1,1
Female,White,0-17,4-Year College,NY,1,1
Female,White,0-17,4-Year College,OK,1,1
Female,White,0-17,4-Year College,PA,2,0
Female,White,0-17,4-Year College,PR,1,1
Female,White,0-17,4-Year College,RI,2,1
Female,White,0-17,4-Year College,SD,2,1
Female,White,0-17,4-Year College,TN,3,2
Female,White,0-17,4-Year College,TX,1,0
Female,White,0-17,4-Year College,VA,3,1
Female,White,0-17,4-Year College,VI,2,0
Female,White,0-17,HS,CO,1,1
Female,White,0-17,HS,CT,1,1
Female,White,0-17,HS,DC,2,1
Female,White,0-17,HS,FL,1,1
Female,White,0-17,HS,GA,1,1
Female,White,0-17,HS,GU,1,0
Female,White,0-17,HS,IA,2,2
Female,White,0-17,HS,ID,1,0
Female,White,0-17,HS,IN,2,2
Female,White,0-17,HS,KS,4,3
Female,White,0-17,HS,KY,3,1
Female,White,0-17,HS,LA,2,2
Female,White,0-17,HS,MA,1,1
Female,White,0-17,HS,MD,1,0
Female,White,0-17,HS,ME,2,0
Female,White,0-17,HS,MI,1,1
Female,White,0-17,HS,MN,3,2
Female,White,0-17,HS,MT,2,1
Female,White,0-17,HS,ND,1,0
Female,White,0-17,HS,NE,3,2
Female,White,0-17,HS,NH,4,3
Female,White,0-17,HS,NJ,2,1
Female,White,0-17,HS,NM,2,1
Female,White,0-17,HS,NV,1,1
Female,White,0-17,HS,NY,3,3
Female,White,0-17,HS,OH,1,0
Female,White,0-17,HS,OK,2,2
Female,White,0-17,HS,OR,4,1
Female,White,0-17,HS,PA,4,2
Female,White,0-17,HS,RI,2,1
Female,White,0-17,HS,SC,1,1
Female,White,0-17,HS,SD,1,1
Female,White,0-17,HS,TX,1,0
Female,White,0-17,HS,UT,3,1
Female,White,0-17,HS,VA,1,1
Female,White,0-17,HS,VI,1,1
Female,White,0-17,No HS,CA,1,1
Female,White,0-17,No HS,CT,3,2
Female,White,0-17,No HS,DC,1,1
Female,White,0-17,No HS,DE,2,1
Female,White,0-17,No HS,FL,1,1
Female,White,0-17,No HS,GA,3,3
Female,White,0-17,No HS,GU,3,1
Female,White,0-17,No HS,HI,1,1
Female,White,0-17,No HS,IA,2,2
Female,White,0-17,No HS,IN,4,2
Female,White,0-17,No HS,KS,3,2
Female,White,0-17,No HS,KY,2,1
Female,White,0-17,No HS,LA,2,2
Female,White,0-17,No HS,MA,3,2
Female,White,0-17,No HS,MD,1,1
Female,White,0-17,No HS,ME,1,1
Female,White,0-17,No HS,MI,1,0
Female,White,0-17,No HS,MN,1,1
Female,White,0-17,No HS,MO,1,1
Female,White,0-17,No HS,MS,1,0
Female,White,0-17,No HS,MT,1,0
Female,White,0-17,No HS,NC,1,0
Female,White,0-17,No HS,NH,1,1
Female,White,0-17,No HS,NJ,1,1
Female,White,0-17,No HS,NM,1,1
Female,White,0-17,No HS,NV,1,0
Female,White,0-17,No HS,OH,2,2
Female,White,0-17,No HS,OR,1,1
Female,White,0-17,No HS,PA,1,1
Female,White,0-17,No HS,PR,1,0
Female,White,0-17,No HS,RI,2,2
Female,White,0-17,No HS,SC,1,0
Female,White,0-17,No HS,SD,1,0
Female,White,0-17,No HS,TN,1,1
Female,White,0-17,No HS,TX,1,0
Female,White,0-17,No HS,VA,1,0
Female,White,0-17,No HS,VI,2,2
Female,White,0-17,Post-Grad,CA,1,1
Female,White,0-17,Post-Grad,CO,1,1
Female,White,0-17,Post-Grad,CT,2,2
Female,White,0-17,Post-Grad,DC,2,2
Female,White,0-17,Post-Grad,DE,1,1
Female,White,0-17,Post-Grad,FL,1,1
Female,White,0-17,Post-Grad,HI,1,1
Female,White,0-17,Post-Grad,IA,2,2
Female,White,0-17,Post-Grad,ID,1,0
Female,White,0-17,Post-Grad,IN,1,1
Female,White,0-17,Post-Grad,KS,2,2
Female,White,0-17,Post-Grad,KY,4,3
Female,White,0-17,Post-Grad,LA,2,2
Female,White,0-17,Post-Grad,MA,1,0
Female,White,0-17,Post-Grad,MD,1,0
Female,White,0-17,Post-Grad,ME,3,2
Female,White,0-17,Post-Grad,MI,3,2
Female,White,0-17,Post-Grad,MN,1,1
Female,White,0-17,Post-Grad,MS,2,2
Female,White,0-17,Post-Grad,ND,1,0
Female,White,0-17,Post-Grad,NE,1,1
Female,White,0-17,Post-Grad,NH,1,1
Female,White,0-17,Post-Grad,NJ,3,2
Female,White,0-17,Post-Grad,NM,2,2
Female,White,0-17,Post-Grad,NV,1,1
Female,White,0-17,Post-Grad,NY,3,3
Female,White,0-17,Post-Grad,OH,2,1
Female,White,0-17,Post-Grad,OK,3,3
Female,White,0-17,Post-Grad,PA,1,1
Female,White,0-17,Post-Grad,PR,5,3
Female,White,0-17,Post-Grad,SC,2,2
Female,White,0-17,Post-Grad,SD,1,1
Female,White,0-17,Post-Grad,TN,2,2
Female,White,0-17,Post-Grad,TX,1,0
Female,White,0-17,Post-Grad,UT,3,2
Female,White,0-17,Post-Grad,VA,4,2
Female,White,0-17,Post-Grad,VI,1,1
Female,White,0-17,Some College,CO,3,2
Female,White,0-17,Some College,CT,3,2
Female,White,0-17,Some College,DE,3,3
Female,White,0-17,Some College,GA,2,1
Female,White,0-17,Some College,HI,2,1
Female,White,0-17,Some College,IA,5,3
Female,White,0-17,Some College,ID,3,0
Female,White,0-17,Some College,IL,1,1
Female,White,0-17,Some College,IN,2,2
Female,White,0-17,Some College,KS,1,1
Female,White,0-17,Some College,LA,1,1
Female,White,0-17,Some College,MA,2,2
Female,White,0-17,Some College,MD,4,3
Female,White,0-17,Some College,ME,1,1
Female,White,0-17,Some College,MI,1,1
Female,White,0-17,Some College,MN,1,1
Female,White,0-17,Some College,MS,3,2
Female,White,0-17,Some College,MT,1,1
Female,White,0-17,Some College,NC,2,2
Female,White,0-17,Some College,ND,1,1
Female,White,0-17,Some College,NE,2,1
Female,White,0-17,Some College,NH,1,1
Female,White,0-17,Some College,NJ,1,1
Female,White,0-17,Some College,NM,1,1
Female,White,0-17,Some College,NY,2,2
Female,White,0-17,Some College,OH,1,0
Female,White,0-17,Some College,OK,2,2
Female,White,0-17,Some College,OR,1,0
Female,White,0-17,Some College,PA,3,2
Female,White,0-17,Some College,PR,2,2
Female,White,0-17,Some College,RI,1,1
Female,White,0-17,Some College,SC,3,2
Female,White,0-17,Some College,SD,2,1
Female,White,0-17,Some College,TN,3,1
Female,White,0-17,Some College,VA,4,4
Female,White,0-17,Some College,VI,2,2
Female,White,18-34,4-Year College,CA,1,0
Female,White,18-34,4-Year College,CO,1,0
Female,White,18-34,4-Year College,CT,3,1
Female,White,18-34,4-Year College,DC,3,1
Female,White,18-34,4-Year College,FL,1,0
Female,White,18-34,4-Year College,GA,1,1
Female,White,18-34,4-Year College,GU,2,1
Female,White,18-34,4-Year College,HI,1,1
Female,White,18-34,4-Year College,IA,6,3
Female,White,18-34,4-Year College,IN,2,0
Female,White,18-34,4-Year College,KS,3,3
Female,White,18-34,4-Year College,KY,2,1
Female,White,18-34,4-Year College,LA,2,1
Female,White,18-34,4-Year College,ME,3,0
Female,White,18-34,4-Year College,MI,2,0
Female,White,18-34,4-Year College,MN,1,0
Female,White,18-34,4-Year College,MO,3,1
Female,White,18-34,4-Year College,MS,1,0
Female,White,18-34,4-Year College,MT,3,2
Female,White,18-34,4-Year College,NC,1,0
Female,White,18-34,4-Year College,NE,3,2
Female,White,18-34,4-Year College,NH,1,0
Female,White,18-34,4-Year College,NJ,1,0
Female,White,18-34,4-Year College,NV,1,1
Female,White,18-34,4-Year College,NY,2,2
Female,White,18-34,4-Year College,OH,1,1
Female,White,18-34,4-Year College,OK,1,0
Female,White,18-34,4-Year College,OR,2,0
Female,White,18-34,4-Year College,PA,2,1
Female,White,18-34,4-Year College,SC,1,0
Female,White,18-34,4-Year College,SD,1,1
Female,White,18-34,4-Year College,TN,2,0
Female,White,18-34,4-Year College,TX,2,1
Female,White,18-34,4-Year College,UT,2,1
Female,White,18-34,4-Year College,VI,1,1
Female,White,18-34,HS,CA,1,1
Female,White,18-34,HS,CT,4,3
Female,White,18-34,HS,DC,4,1
Female,White,18-34,HS,DE,2,1
Female,White,18-34,HS,FL,3,2
Female,White,18-34,HS,GA,2,1
Female,White,18-34,HS,GU,1,0
Female,White,18-34,HS,HI,1,0
Female,White,18-34,HS,IA,2,1
Female,White,18-34,HS,ID,2,1
Female,White,18-34,HS,IL,3,3
Female,White,18-34,HS,KY,1,1
Female,White,18-34,HS,MA,3,1
Female,White,18-34,HS,MD,1,1
Female,White,18-34,HS,ME,3,1
Female,White,18-34,HS,MN,1,0
Female,White,18-34,HS,MS,1,0
Female,White,18-34,HS,NC,1,1
Female,White,18-34,HS,ND,2,1
Female,White,18-34,HS,NE,1,1
Female,White,18-34,HS,NJ,1,0
Female,White,18-34,HS,NM,2,1
