sex,race,age,time,date,zip,county,state,outcome
Female,Black,32,9,2020-02-24,61874,17019,IL,4.617511639159136
Female,Other,32,1,2019-12-30,61876,17045,IL,2.4815672750904154
Male,White,20,11,2020-03-09,61880,17019,IL,2.1501610659107206
Female,Black,66,4,2020-01-20,61874,17019,IL,7.2601404627350155
Female,Other,34,1,2019-12-30,61876,17045,IL,4.6640481679163965
Female,White,42,11,2020-03-09,61873,17019,IL,2.9596801573370826
Male,White,66,6,2020-02-03,61874,17019,IL,4.167360105840995
Male,White,80,12,2020-03-16,61882,17039,IL,5.023429516867388
Female,Other,70,10,2020-03-02,61875,17019,IL,7.798762591235995
Female,Other,82,10,2020-03-02,61877,17019,IL,2.5977155988488843
Female,Other,97,8,2020-02-17,61871,17019,IL,3.782712980134405
Male,White,71,12,2020-03-16,61871,17019,IL,5.026607394168554
Female,White,26,9,2020-02-24,61876,17045,IL,5.910851295069376
Female,Black,62,4,2020-01-20,61880,17019,IL,2.9123523949541568
Male,White,98,11,2020-03-09,61878,17019,IL,6.414757215110144
Female,Other,71,7,2020-02-10,61880,17019,IL,7.353275352651085
Female,Other,2,5,2020-01-27,61873,17019,IL,4.215345049689199
Male,Black,96,7,2020-02-10,61876,17045,IL,3.679073171204699
Female,Other,19,4,2020-01-20,61876,17045,IL,3.5189887360487138
Female,White,29,4,2020-01-20,61871,17019,IL,4.3390973030461115
Female,Other,71,6,2020-02-03,61882,17039,IL,3.400132105151469
Female,Black,66,1,2019-12-30,61877,17019,IL,5.763911095020401
Male,Other,85,9,2020-02-24,61872,17019,IL,5.9865186235381245
Male,Black,90,10,2020-03-02,61873,17019,IL,3.164329866164496
Female,Black,97,6,2020-02-03,61873,17019,IL,3.955096110998343
Male,Black,21,1,2019-12-30,61876,17045,IL,3.2322922405132157
Female,Black,42,3,2020-01-13,61877,17019,IL,3.062658003160016
Male,White,74,1,2019-12-30,61875,17019,IL,3.750943980063176
Female,Black,51,3,2020-01-13,61882,17039,IL,5.1345222151428995
Female,White,22,5,2020-01-27,61882,17039,IL,4.368702456417141
Male,Other,41,11,2020-03-09,61872,17019,IL,5.630517276317688
Male,Black,62,12,2020-03-16,61877,17019,IL,3.1837541786819363
Male,White,66,4,2020-01-20,61882,17039,IL,6.066357585301448
Male,Other,27,2,2020-01-06,61875,17019,IL,5.436875038127731
Female,Other,79,6,2020-02-03,61873,17019,IL,4.158307641855107
Female,Black,95,12,2020-03-16,61873,17019,IL,3.3378106176523272
Male,Black,7,4,2020-01-20,61873,17019,IL,2.9108098434027707
Male,Black,68,3,2020-01-13,61874,17019,IL,5.215062790346816
Male,White,69,4,2020-01-20,61877,17019,IL,4.332553086558209
Male,Other,84,1,2019-12-30,61874,17019,IL,3.8501654732027077
Female,Other,25,10,2020-03-02,61875,17019,IL,4.81472590372593
Male,Other,80,4,2020-01-20,61877,17019,IL,3.578304280528481
Female,White,4,7,2020-02-10,61871,17019,IL,3.446298941234925
Female,Other,7,8,2020-02-17,61877,17019,IL,3.7501157456611773
Male,White,9,11,2020-03-09,61878,17019,IL,4.790332353902814
Male,Black,76,8,2020-02-17,61877,17019,IL,1.7727996436401445
Male,White,37,7,2020-02-10,61877,17019,IL,3.161183934741986
Female,Other,63,3,2020-01-13,61880,17019,IL,5.162740740325132
Male,Black,20,1,2019-12-30,61875,17019,IL,4.135941027118965
Female,White,60,2,2020-01-06,61875,17019,IL,3.4994211163594917
Male,Other,32,10,2020-03-02,61882,17039,IL,6.385076206125728
Male,Other,50,11,2020-03-09,61874,17019,IL,1.5126239792994052
Female,Other,65,2,2020-01-06,61874,17019,IL,7.433641765218126
Male,White,83,8,2020-02-17,61876,17045,IL,2.184426010385149
Male,White,0,1,2019-12-30,61882,17039,IL,4.186070477070398
Male,Other,65,8,2020-02-17,61874,17019,IL,6.508397269262576
Male,Black,33,9,2020-02-24,61882,17039,IL,2.05232180859032
Male,Other,89,1,2019-12-30,61878,17019,IL,8.059101949502251
Male,White,16,9,2020-02-24,61882,17039,IL,4.121628145289841
Male,White,29,1,2019-12-30,61875,17019,IL,3.1487945502512855
Female,Other,43,5,2020-01-27,61871,17019,IL,6.220236825233783
Male,Other,20,2,2020-01-06,61871,17019,IL,6.0600012585932435
Male,Other,4,8,2020-02-17,61877,17019,IL,1.317853984647272
Male,Other,40,3,2020-01-13,61871,17019,IL,4.101779075449639
Male,White,98,1,2019-12-30,61875,17019,IL,5.8202374298851405
Female,Other,8,1,2019-12-30,61875,17019,IL,4.337932238407864
Male,White,12,1,2019-12-30,61880,17019,IL,2.852308034174171
Female,Other,21,9,2020-02-24,61873,17019,IL,5.331945529542539
Female,White,11,11,2020-03-09,61873,17019,IL,4.454025426072215
Female,Black,28,12,2020-03-16,61880,17019,IL,3.6156253094963526
Male,White,45,1,2019-12-30,61878,17019,IL,5.307405914564979
Female,Black,6,2,2020-01-06,61882,17039,IL,3.5489543681233293
Female,Black,44,10,2020-03-02,61876,17045,IL,2.0846426415624073
Female,White,26,2,2020-01-06,61872,17019,IL,3.6431020662521547
Female,Black,68,1,2019-12-30,61882,17039,IL,4.66676901126066
Male,White,23,7,2020-02-10,61876,17045,IL,2.5902149943783264
Female,Other,62,7,2020-02-10,61874,17019,IL,5.732751651041901
Female,White,6,8,2020-02-17,61875,17019,IL,3.7504534065894775
Male,White,47,11,2020-03-09,61882,17039,IL,3.633454537400109
Female,Other,88,10,2020-03-02,61873,17019,IL,3.997343032148819
Male,White,69,2,2020-01-06,61878,17019,IL,5.922550084342383
Male,White,30,2,2020-01-06,61871,17019,IL,4.012915197672225
Male,Other,54,8,2020-02-17,61871,17019,IL,5.977135088924724
Female,White,97,5,2020-01-27,61872,17019,IL,4.709336896470689
Female,Black,95,3,2020-01-13,61872,17019,IL,4.0552212894626125
Male,Other,36,9,2020-02-24,61882,17039,IL,2.051964434968825
Male,Other,67,7,2020-02-10,61874,17019,IL,2.8835376333597926
Female,Other,70,11,2020-03-09,61882,17039,IL,5.973451875672442
Male,White,95,10,2020-03-02,61871,17019,IL,4.586727461052056
Female,Other,12,12,2020-03-16,61882,17039,IL,3.4455377124584787
Female,Other,4,11,2020-03-09,61882,17039,IL,3.9244400779784767
Male,Black,70,8,2020-02-17,61877,17019,IL,3.8269356720830725
Male,White,21,1,2019-12-30,61873,17019,IL,3.828421054290778
Male,Black,42,8,2020-02-17,61874,17019,IL,0.13505489778216484
Male,Other,65,12,2020-03-16,61873,17019,IL,5.952092672654975
Male,Black,21,5,2020-01-27,61876,17045,IL,3.848335563893562
Female,Black,84,7,2020-02-10,61874,17019,IL,3.176505655172619
Male,White,11,8,2020-02-17,61871,17019,IL,4.296731493291264
Male,Black,26,4,2020-01-20,61871,17019,IL,4.321731170641185
Male,Black,60,1,2019-12-30,61873,17019,IL,2.480326108397471
Male,Other,96,4,2020-01-20,61882,17039,IL,3.7993210108814677
Female,White,3,11,2020-03-09,61871,17019,IL,5.292160600729991
Male,Other,3,7,2020-02-10,61876,17045,IL,4.13766379179498
Female,Black,34,9,2020-02-24,61871,17019,IL,5.6154595145814055
Male,Other,21,11,2020-03-09,61877,17019,IL,3.9871980951586816
Female,White,29,10,2020-03-02,61876,17045,IL,2.158375245286721
Female,Other,13,9,2020-02-24,61874,17019,IL,3.4342627783963193
Male,Other,65,2,2020-01-06,61875,17019,IL,6.851679370319705
Male,Other,20,8,2020-02-17,61877,17019,IL,4.031292267223539
Male,Black,95,2,2020-01-06,61872,17019,IL,2.3261001890519384
Female,White,93,9,2020-02-24,61882,17039,IL,2.3105003573691736
Female,Other,64,6,2020-02-03,61878,17019,IL,2.6147950375976428
Female,White,74,8,2020-02-17,61877,17019,IL,4.857293328445684
Female,Black,79,2,2020-01-06,61877,17019,IL,4.713332817455332
Male,Black,39,8,2020-02-17,61875,17019,IL,5.643278009223134
Male,White,70,11,2020-03-09,61875,17019,IL,5.411889473253987
Male,White,67,8,2020-02-17,61872,17019,IL,2.577051447554265
Female,Other,84,9,2020-02-24,61875,17019,IL,6.232214255342726
Female,Other,28,1,2019-12-30,61871,17019,IL,7.214886326067562
Female,Other,24,3,2020-01-13,61880,17019,IL,4.571019291487568
Female,Other,68,3,2020-01-13,61873,17019,IL,6.2854289467367295
Female,White,74,5,2020-01-27,61880,17019,IL,5.70726947744392
Female,Other,7,1,2019-12-30,61874,17019,IL,4.630896575218496
Male,Other,40,11,2020-03-09,61872,17019,IL,3.7592279969678533
Female,Other,1,10,2020-03-02,61875,17019,IL,6.994347012282921
Male,White,86,6,2020-02-03,61872,17019,IL,5.7692323121501055
Female,Other,94,10,2020-03-02,61878,17019,IL,5.6906226299873595
Female,White,74,1,2019-12-30,61880,17019,IL,5.180604430673856
Male,White,26,1,2019-12-30,61876,17045,IL,2.196849015178642
Male,Black,37,3,2020-01-13,61872,17019,IL,3.201798501618109
Female,White,10,9,2020-02-24,61877,17019,IL,4.102959112976649
Female,Black,65,7,2020-02-10,61877,17019,IL,3.6642617010280927
Male,Black,66,3,2020-01-13,61871,17019,IL,5.213794898954714
Female,White,80,3,2020-01-13,61874,17019,IL,4.270662975694178
Female,Black,82,5,2020-01-27,61882,17039,IL,3.7769165513554963
Male,Other,21,5,2020-01-27,61877,17019,IL,3.971057947802282
Male,Other,23,10,2020-03-02,61878,17019,IL,7.208088029487823
Female,Other,60,4,2020-01-20,61876,17045,IL,3.544390568004994
Female,Black,18,1,2019-12-30,61874,17019,IL,2.8970762533200025
Male,Other,69,9,2020-02-24,61872,17019,IL,6.372673805046297
Male,White,74,2,2020-01-06,61873,17019,IL,5.058261836138905
Female,Black,28,5,2020-01-27,61880,17019,IL,6.271757188618638
Male,Other,42,12,2020-03-16,61876,17045,IL,4.4802848045888535
Female,White,30,11,2020-03-09,61882,17039,IL,2.487857097142121
Male,Other,39,9,2020-02-24,61882,17039,IL,4.414177204361855
Male,White,1,1,2019-12-30,61874,17019,IL,3.670753589208902
Male,Other,14,3,2020-01-13,61882,17039,IL,3.5810662297765634
Female,White,83,1,2019-12-30,61871,17019,IL,6.151451481525137
Female,White,20,7,2020-02-10,61871,17019,IL,3.8747030871874886
Male,White,82,2,2020-01-06,61874,17019,IL,4.060008793348432
Male,Black,34,8,2020-02-17,61878,17019,IL,2.8340663754708104
Female,Black,26,1,2019-12-30,61875,17019,IL,3.220567929871916
Female,Black,54,1,2019-12-30,61873,17019,IL,3.5568628310310437
Male,White,51,1,2019-12-30,61871,17019,IL,4.000267319474097
Male,White,61,12,2020-03-16,61880,17019,IL,3.1205227336606907
Female,Black,77,11,2020-03-09,61874,17019,IL,5.410565085516478
Female,White,30,2,2020-01-06,61875,17019,IL,5.004596731889082
Female,White,74,11,2020-03-09,61872,17019,IL,5.025628140087376
Female,Black,56,4,2020-01-20,61882,17039,IL,4.826925319569803
Female,Other,6,9,2020-02-24,61880,17019,IL,4.98074884369347
Male,Other,39,4,2020-01-20,61882,17039,IL,3.861159151632566
Male,Other,4,3,2020-01-13,61872,17019,IL,5.418183093214013
Female,White,15,10,2020-03-02,61882,17039,IL,3.2850931630120597
Male,White,61,1,2019-12-30,61871,17019,IL,4.252807021588701
Female,Black,30,7,2020-02-10,61877,17019,IL,3.762607998616805
Male,Other,34,12,2020-03-16,61880,17019,IL,2.978676480885278
Female,White,6,9,2020-02-24,61878,17019,IL,4.481134895711116
Male,Black,50,1,2019-12-30,61880,17019,IL,4.06368749694331
Male,Black,72,4,2020-01-20,61871,17019,IL,5.277909801011051
Male,Black,94,2,2020-01-06,61880,17019,IL,5.0899095347349546
Female,Black,72,3,2020-01-13,61876,17045,IL,4.01508568958347
Male,White,89,9,2020-02-24,61880,17019,IL,2.888763587723358
Female,Black,37,7,2020-02-10,61874,17019,IL,3.697773872323631
Male,White,73,4,2020-01-20,61880,17019,IL,5.406294517331672
Male,White,59,4,2020-01-20,61878,17019,IL,3.2400150150525984
Male,Black,74,8,2020-02-17,61875,17019,IL,6.178132770489593
Male,Other,23,10,2020-03-02,61880,17019,IL,2.4413354361291213
Female,Black,5,6,2020-02-03,61871,17019,IL,3.0971981472465213
Female,Black,78,11,2020-03-09,61876,17045,IL,3.84695534065314
Male,Other,45,6,2020-02-03,61875,17019,IL,4.282087129920047
Male,White,3,6,2020-02-03,61874,17019,IL,3.20157074013085
Female,Black,98,5,2020-01-27,61875,17019,IL,4.5017866928106125
Female,Black,38,6,2020-02-03,61880,17019,IL,3.3112619518244535
Female,Black,89,10,2020-03-02,61878,17019,IL,3.600203410724557
Female,White,78,9,2020-02-24,61872,17019,IL,3.585368192163193
Male,Black,6,4,2020-01-20,61877,17019,IL,3.7752508452644618
Male,White,8,2,2020-01-06,61877,17019,IL,2.9663627228445
Male,White,65,6,2020-02-03,61877,17019,IL,3.5753957840197694
Male,White,5,12,2020-03-16,61882,17039,IL,1.5928180582945144
Female,Other,71,12,2020-03-16,61877,17019,IL,6.176795583980024
Female,White,68,7,2020-02-10,61880,17019,IL,6.307141347858441
Female,White,16,3,2020-01-13,61873,17019,IL,3.043579815016088
Male,White,2,7,2020-02-10,61871,17019,IL,4.379948671209514
Female,Black,97,10,2020-03-02,61880,17019,IL,5.1719180063792844
Female,Black,92,7,2020-02-10,61872,17019,IL,3.3073890956201426
Male,White,64,2,2020-01-06,61872,17019,IL,3.306509292373602
Male,Black,73,10,2020-03-02,61880,17019,IL,4.2253370805265495
Male,Other,68,5,2020-01-27,61874,17019,IL,7.436940190858514
Female,White,38,1,2019-12-30,61871,17019,IL,6.324187289353601
Male,White,6,6,2020-02-03,61871,17019,IL,4.6078591664818855
Female,White,69,10,2020-03-02,61878,17019,IL,5.509035186101114
Female,Other,61,8,2020-02-17,61877,17019,IL,3.178557348069937
Female,Black,72,4,2020-01-20,61876,17045,IL,5.718615562775704
Female,White,20,2,2020-01-06,61880,17019,IL,3.602505895110859
Female,Other,67,10,2020-03-02,61874,17019,IL,5.493805596904439
Female,Other,68,6,2020-02-03,61882,17039,IL,7.955047335072502
Female,Black,100,9,2020-02-24,61871,17019,IL,4.120373862770476
Male,White,32,11,2020-03-09,61873,17019,IL,1.7830300486145816
Male,Black,34,6,2020-02-03,61877,17019,IL,3.2988255779556876
Female,Black,10,5,2020-01-27,61880,17019,IL,7.355214432958123
Female,Black,25,2,2020-01-06,61882,17039,IL,3.5187086133773122
Male,White,15,1,2019-12-30,61878,17019,IL,4.716438179783571
Male,Other,21,6,2020-02-03,61876,17045,IL,3.839878055964687
Male,Other,70,3,2020-01-13,61875,17019,IL,8.034819591134681
Male,White,59,7,2020-02-10,61882,17039,IL,1.9751212042736292
Female,Black,42,6,2020-02-03,61877,17019,IL,4.081830046971784
Female,Other,100,5,2020-01-27,61872,17019,IL,5.861115171877922
Female,Black,90,9,2020-02-24,61878,17019,IL,4.734509276985023
Male,Other,61,4,2020-01-20,61882,17039,IL,4.3665921633976454
Male,White,29,7,2020-02-10,61877,17019,IL,4.463458298267943
Female,Black,34,5,2020-01-27,61872,17019,IL,2.4614195874046043
Male,White,96,4,2020-01-20,61874,17019,IL,3.0487609201409716
Male,White,24,8,2020-02-17,61878,17019,IL,6.1853804852900645
Female,Other,18,9,2020-02-24,61873,17019,IL,6.545386376776843
Female,White,61,6,2020-02-03,61878,17019,IL,4.305014058859778
Female,White,11,1,2019-12-30,61875,17019,IL,5.674593390632211
Female,White,34,1,2019-12-30,61874,17019,IL,3.092571495207785
Male,White,12,7,2020-02-10,61882,17039,IL,2.426851979116619
Female,Other,17,2,2020-01-06,61871,17019,IL,2.779938703567543
Male,Black,54,11,2020-03-09,61872,17019,IL,2.509191354289012
Female,Black,42,1,2019-12-30,61876,17045,IL,3.8765868166295876
Female,Black,67,10,2020-03-02,61874,17019,IL,5.236284900484422
Male,White,100,10,2020-03-02,61878,17019,IL,6.468152134573052
Female,White,5,12,2020-03-16,61874,17019,IL,3.2057314399291776
Female,Black,30,10,2020-03-02,61871,17019,IL,2.8677702587450815
Female,Black,4,12,2020-03-16,61871,17019,IL,4.353277116711267
Female,Black,48,11,2020-03-09,61872,17019,IL,3.5236232768323608
Female,White,83,8,2020-02-17,61878,17019,IL,3.7055436632504817
Male,White,38,1,2019-12-30,61874,17019,IL,2.638328591976191
Female,Other,74,8,2020-02-17,61882,17039,IL,5.145362059618099
Female,Other,28,10,2020-03-02,61877,17019,IL,3.896743050568167
Female,White,74,1,2019-12-30,61875,17019,IL,5.289617891789192
Male,White,10,3,2020-01-13,61873,17019,IL,4.5079188820486085
Male,Other,74,9,2020-02-24,61874,17019,IL,3.2095625444043696
Female,Black,21,4,2020-01-20,61875,17019,IL,3.919563596728991
Male,White,2,3,2020-01-13,61882,17039,IL,3.058124177702112
Female,Other,72,4,2020-01-20,61874,17019,IL,6.004310587373096
Female,Black,50,12,2020-03-16,61877,17019,IL,3.4530008639894048
Female,White,68,1,2019-12-30,61871,17019,IL,4.984338480516435
Male,White,52,3,2020-01-13,61872,17019,IL,3.4950905372371097
Male,Black,66,6,2020-02-03,61880,17019,IL,5.4430206483533805
Female,Other,31,8,2020-02-17,61878,17019,IL,5.846757422267523
Female,Other,68,11,2020-03-09,61872,17019,IL,5.2268070406214
Male,Other,70,9,2020-02-24,61877,17019,IL,4.246544030939174
Male,Other,47,8,2020-02-17,61878,17019,IL,3.8988745999061476
Female,Black,33,8,2020-02-17,61875,17019,IL,3.2792357427897625
Female,Black,68,12,2020-03-16,61880,17019,IL,4.478988939530015
Male,Black,1,3,2020-01-13,61882,17039,IL,4.225997262354411
Male,White,36,4,2020-01-20,61880,17019,IL,1.4684042766392555
Male,Other,23,1,2019-12-30,61872,17019,IL,5.118331404948383
Male,Other,36,2,2020-01-06,61882,17039,IL,5.902487560748668
Male,White,3,1,2019-12-30,61880,17019,IL,3.865458934361496
Male,Other,26,2,2020-01-06,61872,17019,IL,4.159268683520455
Male,Other,88,2,2020-01-06,61873,17019,IL,4.733812013123054
Female,Black,50,3,2020-01-13,61874,17019,IL,5.155663898933627
Female,White,28,8,2020-02-17,61878,17019,IL,4.491987996027542
Female,Black,18,10,2020-03-02,61877,17019,IL,3.780306078423811
Female,Black,87,3,2020-01-13,61875,17019,IL,3.769019172185494
Male,Other,0,5,2020-01-27,61878,17019,IL,4.6392337756324595
Female,Black,5,2,2020-01-06,61880,17019,IL,3.541834530411333
Male,White,87,2,2020-01-06,61874,17019,IL,4.2603321783325745
Male,Other,65,12,2020-03-16,61880,17019,IL,5.540551455711502
Male,Black,98,3,2020-01-13,61877,17019,IL,3.117069276815428
Male,White,37,4,2020-01-20,61880,17019,IL,5.6868655665835695
Female,Other,65,9,2020-02-24,61877,17019,IL,4.334069336184259
Female,White,27,7,2020-02-10,61875,17019,IL,3.110839432923812
Female,White,37,2,2020-01-06,61874,17019,IL,3.8116317414998524
Male,White,99,9,2020-02-24,61872,17019,IL,4.812077670017915
Female,Other,75,4,2020-01-20,61873,17019,IL,5.652586882875573
Male,Black,92,9,2020-02-24,61880,17019,IL,4.847527716819164
Male,Other,46,11,2020-03-09,61878,17019,IL,5.403389639854774
Male,Black,10,10,2020-03-02,61878,17019,IL,3.808436242801176
Female,White,50,4,2020-01-20,61871,17019,IL,4.034815259027038
Male,White,69,1,2019-12-30,61876,17045,IL,5.989675444846926
Male,Black,88,4,2020-01-20,61880,17019,IL,4.73754413573029
Female,Black,19,6,2020-02-03,61874,17019,IL,2.5126483540654245
Male,Black,10,3,2020-01-13,61873,17019,IL,3.6784568515769926
Female,Other,8,3,2020-01-13,61872,17019,IL,3.7397132253516485
Male,White,96,10,2020-03-02,61877,17019,IL,3.531389940022706
Female,White,29,10,2020-03-02,61876,17045,IL,2.1474498121749463
Female,Other,11,9,2020-02-24,61877,17019,IL,2.621846770401909
Female,White,31,9,2020-02-24,61875,17019,IL,5.0366741710519705
Female,Other,22,3,2020-01-13,61875,17019,IL,4.596572310133665
Female,Other,91,12,2020-03-16,61878,17019,IL,4.07253589476393
Female,Black,0,5,2020-01-27,61880,17019,IL,6.543683203121432
Female,Other,5,1,2019-12-30,61882,17039,IL,5.008835482506613
Female,Other,72,9,2020-02-24,61875,17019,IL,6.017260768565352
Female,Other,47,3,2020-01-13,61878,17019,IL,7.355789131123476
Female,Black,68,4,2020-01-20,61880,17019,IL,6.939265007333169
Female,Black,76,9,2020-02-24,61877,17019,IL,2.6548340047906733
Female,Black,0,4,2020-01-20,61872,17019,IL,4.536747304964344
Male,Other,22,1,2019-12-30,61880,17019,IL,5.6304980815535455
Male,Black,23,4,2020-01-20,61873,17019,IL,3.8682242436352454
Male,Other,41,5,2020-01-27,61875,17019,IL,5.991147042141953
Male,Black,19,8,2020-02-17,61877,17019,IL,2.541756116286251
Male,Black,92,2,2020-01-06,61880,17019,IL,5.372940123266224
Female,Other,82,2,2020-01-06,61872,17019,IL,4.509950387919362
Male,Black,4,10,2020-03-02,61876,17045,IL,1.5302970327104837
Female,Black,31,5,2020-01-27,61875,17019,IL,4.179833338530329
Female,Other,82,4,2020-01-20,61878,17019,IL,5.597052557145348
Male,Black,56,8,2020-02-17,61873,17019,IL,2.2055084625507293
Male,Black,66,12,2020-03-16,61875,17019,IL,4.888838182151453
Female,White,42,6,2020-02-03,61878,17019,IL,4.426180971513786
Female,Black,8,1,2019-12-30,61876,17045,IL,4.523712992927018
Male,Other,17,9,2020-02-24,61873,17019,IL,4.742549765895022
Male,White,9,12,2020-03-16,61880,17019,IL,2.028316302607976
Female,White,80,7,2020-02-10,61873,17019,IL,3.714277049127551
Male,White,31,11,2020-03-09,61876,17045,IL,2.4524665243889068
Male,Black,18,2,2020-01-06,61874,17019,IL,4.504408864483686
Female,Other,86,6,2020-02-03,61874,17019,IL,4.089636306002612
Male,Other,67,9,2020-02-24,61878,17019,IL,8.377495938553075
Female,Black,83,10,2020-03-02,61878,17019,IL,4.823793772226251
Female,Other,36,10,2020-03-02,61874,17019,IL,5.126274041265972
Female,White,8,11,2020-03-09,61871,17019,IL,4.417178496745269
Female,Other,17,2,2020-01-06,61878,17019,IL,4.241704069464424
Female,Other,55,6,2020-02-03,61877,17019,IL,2.386298161685165
Male,Other,45,11,2020-03-09,61877,17019,IL,4.845892715167312
Female,Other,21,5,2020-01-27,61878,17019,IL,5.4874763792814845
Female,White,25,6,2020-02-03,61875,17019,IL,2.995301149818118
Male,Black,34,2,2020-01-06,61882,17039,IL,2.928178774900535
Female,Black,28,11,2020-03-09,61874,17019,IL,5.561461401818241
Female,Other,70,3,2020-01-13,61873,17019,IL,5.583856887439439
Male,Other,31,7,2020-02-10,61877,17019,IL,3.8458174130759106
Female,Other,69,5,2020-01-27,61874,17019,IL,4.732231206493751
Male,White,4,11,2020-03-09,61873,17019,IL,3.365045954746383
Female,Other,68,2,2020-01-06,61871,17019,IL,5.181559709775026
Male,Black,30,8,2020-02-17,61876,17045,IL,2.353923604686872
Male,Other,68,6,2020-02-03,61876,17045,IL,5.688229123199645
Male,Black,59,8,2020-02-17,61877,17019,IL,2.913999590215627
Female,Other,2,2,2020-01-06,61871,17019,IL,6.029517385644482
Female,Other,20,8,2020-02-17,61873,17019,IL,5.464963531998778
Male,Black,36,7,2020-02-10,61882,17039,IL,1.8385962244598268
Male,Other,26,4,2020-01-20,61872,17019,IL,3.80428452788489
Male,Other,65,6,2020-02-03,61876,17045,IL,6.346678227730578
Male,White,71,12,2020-03-16,61876,17045,IL,4.075047714968715
Female,Black,12,7,2020-02-10,61882,17039,IL,4.180138300055933
Female,Other,47,2,2020-01-06,61878,17019,IL,4.747969258812139
Female,White,99,7,2020-02-10,61876,17045,IL,3.1192763779423154
Female,Black,61,8,2020-02-17,61871,17019,IL,6.70504720786868
Female,Black,11,5,2020-01-27,61872,17019,IL,5.142303767265581
Male,Other,54,12,2020-03-16,61871,17019,IL,3.6365390092334833
Female,Other,13,9,2020-02-24,61882,17039,IL,3.3867922628443825
Male,Black,70,4,2020-01-20,61882,17039,IL,6.101024793171051
Male,Other,100,7,2020-02-10,61875,17019,IL,6.482672559298443
Male,Black,67,2,2020-01-06,61875,17019,IL,5.092705160682186
Male,White,29,4,2020-01-20,61876,17045,IL,4.023623907929485
Female,Other,92,6,2020-02-03,61882,17039,IL,2.756964614956062
Female,White,95,7,2020-02-10,61874,17019,IL,3.4319998666083724
Male,White,32,7,2020-02-10,61882,17039,IL,2.6903863571379287
Female,Other,83,4,2020-01-20,61876,17045,IL,3.7794506184314587
Female,Black,94,11,2020-03-09,61875,17019,IL,4.0517462213066
Male,Black,4,4,2020-01-20,61880,17019,IL,5.084398789260458
Male,White,88,8,2020-02-17,61872,17019,IL,3.580295247927125
Male,White,72,12,2020-03-16,61872,17019,IL,7.01992220812366
Female,White,48,1,2019-12-30,61873,17019,IL,3.3841864210112047
Male,White,7,3,2020-01-13,61875,17019,IL,2.3301401527762726
Female,Black,58,10,2020-03-02,61872,17019,IL,4.384390892787429
Female,Black,85,5,2020-01-27,61882,17039,IL,5.409585739206833
Male,White,3,2,2020-01-06,61871,17019,IL,6.156332287461501
Male,Black,35,11,2020-03-09,61878,17019,IL,3.446348042816606
Female,Other,3,12,2020-03-16,61882,17039,IL,5.784282053575263
Male,White,86,9,2020-02-24,61871,17019,IL,5.412664065760627
Male,Black,70,12,2020-03-16,61875,17019,IL,5.689126799133457
Female,White,72,5,2020-01-27,61876,17045,IL,6.584950820589144
Female,White,25,5,2020-01-27,61872,17019,IL,6.085063763087935
Male,Other,71,10,2020-03-02,61874,17019,IL,6.138158830010687
Female,Black,66,2,2020-01-06,61874,17019,IL,5.570124125637442
Female,Black,96,7,2020-02-10,61882,17039,IL,3.185525286173057
Female,Other,36,11,2020-03-09,61871,17019,IL,4.53451537308679
Female,Other,1,9,2020-02-24,61880,17019,IL,6.8468821809054585
Female,Other,69,1,2019-12-30,61882,17039,IL,5.206741388517052
Male,Black,25,8,2020-02-17,61876,17045,IL,2.313320201232931
Male,White,43,4,2020-01-20,61875,17019,IL,4.172957650519491
Female,Other,64,6,2020-02-03,61874,17019,IL,3.84200338689593
Male,Other,97,10,2020-03-02,61875,17019,IL,4.8196440415130075
Male,Black,56,4,2020-01-20,61877,17019,IL,3.738633021860061
Male,Other,10,9,2020-02-24,61871,17019,IL,4.29536936221684
Female,Black,68,7,2020-02-10,61872,17019,IL,5.361695387579743
Male,White,6,8,2020-02-17,61876,17045,IL,3.244149296997314
Male,Black,37,10,2020-03-02,61876,17045,IL,3.7740396464855848
Male,White,85,9,2020-02-24,61874,17019,IL,3.1409962211570486
Female,Black,66,6,2020-02-03,61880,17019,IL,4.800373402019505
Male,Other,66,2,2020-01-06,61875,17019,IL,6.745751941593431
Female,Other,64,4,2020-01-20,61877,17019,IL,4.371000463704289
Female,Black,79,2,2020-01-06,61872,17019,IL,3.8071843634190894
Male,Black,1,4,2020-01-20,61876,17045,IL,4.496702945727491
Female,Black,9,12,2020-03-16,61877,17019,IL,1.9599352893297284
Male,Other,66,8,2020-02-17,61876,17045,IL,4.9331839661946555
Male,Black,77,10,2020-03-02,61875,17019,IL,3.9503015774883643
Female,Black,72,11,2020-03-09,61878,17019,IL,6.415674060612915
Female,Other,97,7,2020-02-10,61872,17019,IL,2.5941421505090174
Female,Black,7,3,2020-01-13,61872,17019,IL,4.974307147512283
Female,Other,90,6,2020-02-03,61875,17019,IL,4.837163975947614
Male,White,68,8,2020-02-17,61882,17039,IL,4.300171442133354
Male,Other,0,12,2020-03-16,61877,17019,IL,2.851890752335176
Male,Other,25,1,2019-12-30,61872,17019,IL,4.3502385282889104
Male,White,84,12,2020-03-16,61872,17019,IL,3.1020163164496104
Male,Black,64,4,2020-01-20,61873,17019,IL,1.6367777043399199
Female,Other,67,12,2020-03-16,61871,17019,IL,6.151303364391101
Male,Other,5,1,2019-12-30,61875,17019,IL,5.534490192654425
Female,White,19,3,2020-01-13,61882,17039,IL,1.0201677827682736
