zip,sex,race,age,county,state,outcome
24066,female,white,0-17,51023,51,8.105868981515433
24066,male,other,75+,51023,51,6.888176048148959
24066,male,black,35-64,51023,51,5.994636122414217
24066,female,white,0-17,51023,51,8.145825052639454
24066,male,white,75+,51023,51,6.678847907544938
24066,female,white,18-34,51023,51,5.494311654035548
24066,male,black,0-17,51023,51,5.718718035033768
24066,female,black,0-17,51023,51,7.694051588284125
24066,female,white,35-64,51023,51,8.773769232358212
24066,female,white,18-34,51023,51,6.184336987523688
24066,female,black,65-74,51023,51,4.586316562938884
24066,male,black,0-17,51023,51,5.579526223889993
24066,female,white,0-17,51023,51,10.005895521019776
24066,female,other,0-17,51023,51,9.21231876292089
24066,female,white,18-34,51023,51,5.00388346055005
24066,male,black,35-64,51023,51,5.057660474116272
24066,male,other,65-74,51023,51,4.789961052868902
24066,male,white,0-17,51023,51,7.154436144860934
24066,male,white,35-64,51023,51,8.28066801787738
24066,female,other,75+,51023,51,8.087165665877873
24066,male,white,75+,51023,51,3.439241279746161
24066,male,white,0-17,51023,51,5.911584449165261
24066,female,black,0-17,51023,51,7.80687400743946
24066,male,other,0-17,51023,51,6.68897088463925
24066,female,black,35-64,51023,51,7.935779310100103
24066,male,other,75+,51023,51,5.354147912012073
24066,male,other,35-64,51023,51,6.723840142831052
24066,male,other,18-34,51023,51,3.3556518557239325
24066,male,white,75+,51023,51,6.363057812015069
24066,male,black,65-74,51023,51,3.5856518476337897
24066,female,other,65-74,51023,51,7.458775800745409
24066,female,white,0-17,51023,51,9.076441815704037
24066,male,white,0-17,51023,51,7.012617489493217
24066,male,other,35-64,51023,51,6.8496104676452525
24066,male,other,65-74,51023,51,3.1683991753549665
24066,male,white,18-34,51023,51,4.092538625442813
24066,female,black,35-64,51023,51,10.535701227679322
24066,male,white,65-74,51023,51,3.3444643953440307
24066,male,black,0-17,51023,51,6.648561628667089
24066,female,white,18-34,51023,51,5.844414986960745
24066,female,black,35-64,51023,51,7.542986320755588
24066,female,black,35-64,51023,51,8.408681886734316
24066,male,white,35-64,51023,51,7.920286446600175
24066,male,other,0-17,51023,51,6.363806036515143
24066,male,other,0-17,51023,51,8.001790055750563
24066,male,other,35-64,51023,51,8.123929320767587
24066,male,other,18-34,51023,51,4.183677722280863
24066,male,black,75+,51023,51,5.133824778343875
24066,female,black,0-17,51023,51,7.688224214679319
24066,female,white,65-74,51023,51,6.741579185403614
24066,male,white,65-74,51023,51,3.064941495685806
24066,female,black,0-17,51023,51,8.473641067988376
24066,male,white,35-64,51023,51,8.412714768844966
24066,female,white,65-74,51023,51,3.88162163734382
24066,female,black,18-34,51023,51,3.9008825778384018
24066,female,other,0-17,51023,51,8.969971490756496
24066,female,other,65-74,51023,51,6.490348852780697
24066,female,black,75+,51023,51,7.937139069423598
24066,male,black,35-64,51023,51,5.709406900482959
24066,male,other,0-17,51023,51,6.35181227092228
24066,male,black,65-74,51023,51,0.672459888404485
24066,female,other,35-64,51023,51,10.109456024052378
24066,female,other,75+,51023,51,8.479053853423443
24066,male,white,65-74,51023,51,3.389464654658635
24066,male,other,75+,51023,51,6.724593848920117
24066,male,black,35-64,51023,51,6.052661259279367
24066,male,white,75+,51023,51,6.2777164716283735
24066,female,other,18-34,51023,51,6.27883218466782
24066,male,white,75+,51023,51,4.572384168507129
24066,female,other,35-64,51023,51,10.27349759861732
24066,female,white,35-64,51023,51,12.393518060580837
24066,male,other,18-34,51023,51,6.026885501447184
24066,male,other,75+,51023,51,6.766064375676481
24066,female,black,35-64,51023,51,10.077321316728652
24066,male,white,18-34,51023,51,4.164286096422073
24066,female,other,0-17,51023,51,9.966688623927608
24066,female,black,18-34,51023,51,5.565832724386622
24066,female,black,65-74,51023,51,5.21875415655284
24066,male,other,75+,51023,51,3.9337569601522224
24066,male,black,65-74,51023,51,1.2373829731898112
24066,male,black,65-74,51023,51,0.4981792875518041
24066,male,other,35-64,51023,51,7.329653993877164
24066,male,white,35-64,51023,51,8.69944408595614
24066,female,other,35-64,51023,51,10.42699339458921
24066,male,white,18-34,51023,51,4.081077893098686
24066,male,other,0-17,51023,51,7.433630394927533
24066,male,other,75+,51023,51,4.332809010601004
24066,male,black,35-64,51023,51,5.7105847308233
24066,female,black,18-34,51023,51,5.462099451379405
24066,female,other,18-34,51023,51,6.579834534239891
24066,female,white,35-64,51023,51,9.606872558695247
24066,female,other,35-64,51023,51,8.544567072559111
24066,female,other,0-17,51023,51,9.111934204409769
24066,male,other,75+,51023,51,3.6103517690008826
24066,male,white,65-74,51023,51,2.628617953879544
24066,female,white,0-17,51023,51,7.7876015685874
24066,male,black,65-74,51023,51,2.108716257237025
24066,male,white,65-74,51023,51,4.3710123546333435
24066,male,black,65-74,51023,51,1.5004466122439957
24066,male,white,65-74,51023,51,2.8696799630916487
24066,male,other,65-74,51023,51,4.537204685744581
24066,female,other,0-17,51023,51,7.840186503389813
24066,female,other,35-64,51023,51,9.544133650557878
24066,male,white,0-17,51023,51,6.077093588005383
24066,male,other,65-74,51023,51,4.464423781704478
24066,female,black,65-74,51023,51,5.284821201181573
24066,female,white,18-34,51023,51,5.134912827287486
24066,male,other,0-17,51023,51,8.089253693456815
24066,male,other,18-34,51023,51,3.68025646392618
24066,male,white,35-64,51023,51,7.623655415195123
24066,female,white,35-64,51023,51,9.53216798585334
24066,female,other,75+,51023,51,7.840937844339497
24066,female,other,65-74,51023,51,7.365712840516286
24066,male,black,18-34,51023,51,2.4965267730636547
24066,male,black,0-17,51023,51,6.970341947641121
24066,female,other,35-64,51023,51,8.691609645894308
24066,female,white,65-74,51023,51,5.6081119504272126
24066,female,black,0-17,51023,51,7.264297621561241
24066,female,black,65-74,51023,51,5.036365660004803
24066,male,white,0-17,51023,51,6.7381131205683085
24066,male,black,18-34,51023,51,3.5259281652606145
24066,male,white,75+,51023,51,5.607582009398419
24066,female,other,18-34,51023,51,7.097609114490964
24066,male,black,75+,51023,51,4.488157192867384
24066,female,other,75+,51023,51,9.154607200782308
24066,female,white,35-64,51023,51,9.053292076756756
24066,male,black,75+,51023,51,4.968266597177791
24066,male,other,0-17,51023,51,6.338312387632755
24066,male,white,0-17,51023,51,6.695019178881773
24066,male,other,65-74,51023,51,3.3262965467310797
24066,female,white,35-64,51023,51,9.341146611461587
24066,female,black,18-34,51023,51,4.742832703370798
24066,female,black,18-34,51023,51,5.325706470166661
24066,female,other,75+,51023,51,10.022647113616454
24066,male,black,0-17,51023,51,5.051899508346218
24066,male,black,75+,51023,51,3.69767810492837
24066,female,other,35-64,51023,51,8.74886545201451
24066,female,other,0-17,51023,51,9.365038497415105
24066,female,black,75+,51023,51,8.128774504116247
24066,female,black,65-74,51023,51,4.999887219122483
24066,female,other,65-74,51023,51,7.550116422227839
24066,male,other,0-17,51023,51,7.428454551273161
24066,male,other,75+,51023,51,7.122067562223514
24066,male,other,35-64,51023,51,7.671942113767491
24066,female,white,0-17,51023,51,7.954662776520467
24066,male,black,65-74,51023,51,1.2237618293279384
24066,male,black,75+,51023,51,2.1738336286382896
24066,female,other,75+,51023,51,8.985379256271651
24066,female,white,35-64,51023,51,9.250301554057634
24066,male,black,65-74,51023,51,1.926238748904324
24066,male,white,0-17,51023,51,6.2231054067995375
24066,male,other,35-64,51023,51,9.308593769825304
24066,male,white,18-34,51023,51,4.55692165564545
24066,male,black,75+,51023,51,4.91608507132699
24066,female,white,18-34,51023,51,6.701226364456175
24066,male,white,35-64,51023,51,5.852381646437041
24066,male,other,35-64,51023,51,6.548926040872819
24066,female,black,35-64,51023,51,9.02380461760607
24066,male,white,18-34,51023,51,3.4309134423210876
24066,female,white,35-64,51023,51,7.832444570269992
24066,male,black,75+,51023,51,3.229959540477561
24066,male,black,75+,51023,51,6.276767168587252
24066,male,black,75+,51023,51,3.660120084934431
24066,male,other,18-34,51023,51,3.752501268538166
24066,male,white,18-34,51023,51,3.117194339237887
24066,male,white,0-17,51023,51,7.245133538520724
24066,female,black,75+,51023,51,7.353305880570264
24066,male,black,75+,51023,51,5.606268256485478
24066,male,other,35-64,51023,51,7.624503579701261
24066,female,white,65-74,51023,51,4.586646993647965
24066,female,other,18-34,51023,51,6.4366130520255025
24066,male,black,65-74,51023,51,1.867496011314595
24066,female,black,0-17,51023,51,8.998066377338032
24066,male,white,0-17,51023,51,7.290135914763691
24066,male,white,75+,51023,51,6.923956615173571
24066,female,white,75+,51023,51,7.656010390398796
24066,male,other,35-64,51023,51,7.23050699392416
24066,male,other,18-34,51023,51,3.8041985423288462
24066,male,white,18-34,51023,51,2.662321864582589
24066,male,black,18-34,51023,51,0.7768282320265576
24066,female,other,18-34,51023,51,7.603271334761325
24066,female,black,65-74,51023,51,6.728869824735618
24066,male,white,0-17,51023,51,7.475270969906527
24066,male,other,0-17,51023,51,7.393120535646572
24066,female,black,0-17,51023,51,5.927657808452324
24066,male,white,18-34,51023,51,5.239824580718392
24066,female,other,35-64,51023,51,12.620621861332818
24066,female,white,18-34,51023,51,7.816517601106674
24066,male,black,75+,51023,51,3.614181788666128
24066,female,other,75+,51023,51,8.80649606146734
24066,male,other,18-34,51023,51,5.8249216378457085
24066,male,white,65-74,51023,51,4.6288538563496315
24066,female,black,18-34,51023,51,5.82195625614025
24066,female,other,65-74,51023,51,5.51458616076077
24066,female,white,0-17,51023,51,10.30147344098173
24066,female,other,18-34,51023,51,7.315440914793509
24066,male,black,75+,51023,51,4.313785654027375
24066,female,other,0-17,51023,51,9.000894343712087
24066,female,black,75+,51023,51,6.147987416026533
24066,female,black,75+,51023,51,7.044062880164868
24066,male,black,35-64,51023,51,7.596294767617357
24066,female,other,18-34,51023,51,5.741560569155787
24066,female,other,35-64,51023,51,10.791623056845117
24066,male,black,35-64,51023,51,6.122150403925831
24066,male,white,65-74,51023,51,1.82010902092155
24066,female,other,0-17,51023,51,9.93874541140858
24066,female,white,65-74,51023,51,7.973063945675358
24066,female,black,0-17,51023,51,10.123523265572198
24066,male,white,75+,51023,51,4.651145190043636
24066,female,black,65-74,51023,51,5.792134469780172
24066,male,black,18-34,51023,51,1.8969102637862791
24066,male,black,0-17,51023,51,4.6320904262837095
24066,male,other,75+,51023,51,5.76769955473515
24066,female,black,35-64,51023,51,8.370939133030985
24067,male,black,0-17,51067,51,4.417446324842778
24067,male,white,35-64,51067,51,6.632357344945603
24067,male,other,35-64,51067,51,7.025643242635208
24067,female,other,65-74,51067,51,5.449684623523772
24067,female,other,75+,51067,51,7.384757585363908
24067,male,white,18-34,51067,51,3.552830255716495
24067,male,white,18-34,51067,51,3.622465573963858
24067,male,other,65-74,51067,51,3.172770389581907
24067,male,white,65-74,51067,51,1.329002301218114
24067,male,other,35-64,51067,51,7.306294629286324
24067,male,black,75+,51067,51,5.212829489186373
24067,male,other,18-34,51067,51,4.857569691361716
24067,male,other,35-64,51067,51,8.344294690200556
24067,male,black,35-64,51067,51,4.149253563925803
24067,female,white,35-64,51067,51,8.058261316604028
24067,male,other,75+,51067,51,5.923147339673956
24067,male,black,18-34,51067,51,0.4043754259112562
24067,female,black,18-34,51067,51,4.4268506926553925
24067,female,white,35-64,51067,51,7.99204968886886
24067,female,white,75+,51067,51,8.7131845999938
24067,male,white,65-74,51067,51,3.0981770409253304
24067,female,other,75+,51067,51,8.433747385204287
24067,male,white,18-34,51067,51,3.4971990955455485
24067,male,white,18-34,51067,51,4.995753036020588
24067,female,other,75+,51067,51,8.646600757394099
24067,male,white,65-74,51067,51,4.206892324338445
24067,male,white,0-17,51067,51,7.933319819917682
24067,male,white,35-64,51067,51,7.119780326083589
24067,female,white,18-34,51067,51,6.010547387028339
24067,male,other,75+,51067,51,4.772208012587266
24067,female,black,75+,51067,51,7.24885739452544
24067,male,black,75+,51067,51,5.6023199968063135
24067,male,black,18-34,51067,51,4.162312220292444
24067,female,white,0-17,51067,51,9.40617772024051
24067,female,black,75+,51067,51,8.674390101765235
24067,male,other,0-17,51067,51,6.934124806712704
24067,male,black,18-34,51067,51,1.336812215147992
24067,male,white,75+,51067,51,5.731598299521514
24067,female,black,0-17,51067,51,6.270143003346102
24067,male,other,18-34,51067,51,3.887280370229634
24067,female,other,65-74,51067,51,6.490339798838091
24067,female,black,65-74,51067,51,4.074618161996918
24067,female,other,65-74,51067,51,5.858197589317655
24067,female,other,35-64,51067,51,8.569811776355486
24067,female,white,65-74,51067,51,5.387932431981312
24067,female,black,75+,51067,51,6.7591560885666135
24067,male,black,65-74,51067,51,0.901089936467619
24067,male,other,0-17,51067,51,7.699706468872376
24067,female,white,0-17,51067,51,8.270411009028603
24067,male,other,0-17,51067,51,7.39087044016782
24067,female,other,35-64,51067,51,9.236489704146974
24067,male,black,18-34,51067,51,1.202297523621981
24067,male,white,35-64,51067,51,6.785171891364896
24067,female,black,0-17,51067,51,6.935005678469376
24067,male,other,65-74,51067,51,3.119668557088086
24067,male,white,75+,51067,51,7.800677527349181
24067,male,black,18-34,51067,51,1.946876216371344
24067,male,black,65-74,51067,51,2.8700975680042333
24067,female,other,0-17,51067,51,8.771491681268108
24067,male,black,0-17,51067,51,3.3706343504325966
24067,female,other,75+,51067,51,8.207357776934714
24067,female,black,35-64,51067,51,7.901707359628692
24067,male,other,65-74,51067,51,4.242358941149639
24067,male,black,65-74,51067,51,1.8367698017466432
24067,female,other,0-17,51067,51,11.392392157022716
24067,male,black,75+,51067,51,4.128343700772351
24067,male,other,75+,51067,51,5.824522919986926
24067,female,black,35-64,51067,51,7.511770404668445
24067,female,white,35-64,51067,51,10.801545338730316
24067,female,white,65-74,51067,51,4.963759157197476
24067,female,black,18-34,51067,51,4.72400477827653
24067,female,black,0-17,51067,51,6.283010829563056
24067,male,black,65-74,51067,51,1.3560547828082214
24067,male,white,65-74,51067,51,2.958947247879508
24067,female,black,65-74,51067,51,3.595789401689034
24067,male,black,75+,51067,51,5.484605439415623
24067,female,black,35-64,51067,51,7.410547457636031
24067,male,white,18-34,51067,51,1.8884478490446304
24067,female,white,35-64,51067,51,9.370568985150063
24067,female,white,18-34,51067,51,5.542085459878856
24067,male,white,65-74,51067,51,3.78053502317924
24067,female,other,18-34,51067,51,7.730814159467647
24067,female,other,35-64,51067,51,8.237019282515082
24067,female,other,75+,51067,51,7.559101715970439
24067,female,other,65-74,51067,51,7.439720990048253
24067,female,black,35-64,51067,51,8.479186951263584
24067,female,white,65-74,51067,51,4.280566693409875
24067,male,black,18-34,51067,51,3.1117559779214097
24067,male,white,18-34,51067,51,2.7461430885351468
24067,female,white,0-17,51067,51,8.676985836161743
24067,male,other,0-17,51067,51,6.3637063752691505
24067,male,white,0-17,51067,51,6.510653869811778
24067,female,white,65-74,51067,51,5.296120397278669
24067,male,white,0-17,51067,51,5.835043170735071
24067,male,white,18-34,51067,51,3.6211730960981634
24067,female,black,0-17,51067,51,6.57405486773444
24067,female,black,18-34,51067,51,4.194124390499644
24067,male,black,35-64,51067,51,5.583177236460774
24067,female,white,65-74,51067,51,6.659826981570415
24067,female,black,35-64,51067,51,8.38924891843243
24067,female,black,35-64,51067,51,8.686386980933626
24067,female,black,0-17,51067,51,6.618170288222313
24067,male,white,35-64,51067,51,6.242530480310947
24067,male,black,75+,51067,51,2.414058006869578
24067,male,other,75+,51067,51,6.229259855999621
24067,female,other,35-64,51067,51,10.223654705393528
24067,female,white,75+,51067,51,8.153250477531149
24067,male,black,35-64,51067,51,6.709779490632699
24067,female,other,18-34,51067,51,5.637006678878027
24067,male,black,75+,51067,51,3.903764015574142
24067,female,white,18-34,51067,51,5.032954943886616
24067,female,black,35-64,51067,51,7.859597222440176
24067,female,white,75+,51067,51,8.421922464787496
24067,female,other,35-64,51067,51,8.883968093545825
24067,female,other,65-74,51067,51,7.47308879154622
24067,female,other,65-74,51067,51,5.089780643745913
24067,male,white,18-34,51067,51,3.095033109193745
24067,female,white,18-34,51067,51,3.924590825329497
24067,male,black,18-34,51067,51,3.3818237353651774
24067,female,white,75+,51067,51,7.40667663147093
24067,female,white,35-64,51067,51,9.270037642728466
24067,male,white,35-64,51067,51,6.816304776950308
24067,male,other,65-74,51067,51,2.1494088902630404
24067,female,other,35-64,51067,51,9.264353607336092
24067,male,black,75+,51067,51,4.609262068505014
24067,female,other,35-64,51067,51,8.288473970636606
24067,female,other,35-64,51067,51,7.3793091974635185
24067,female,black,65-74,51067,51,2.407901000044741
24067,male,black,75+,51067,51,5.357231928626645
24067,female,other,0-17,51067,51,8.008276839291195
24067,female,other,75+,51067,51,9.545302208696224
24067,female,white,75+,51067,51,8.573710975392299
24067,male,black,75+,51067,51,4.84311842200162
24067,female,other,18-34,51067,51,6.162825832724076
24067,female,other,65-74,51067,51,4.70518599729093
24067,female,black,18-34,51067,51,3.2823982991779386
24067,male,black,18-34,51067,51,1.3637646033511424
24067,male,black,18-34,51067,51,3.1383356853967475
24067,female,black,75+,51067,51,5.996826839674085
24067,female,white,75+,51067,51,8.737025610529242
24067,female,black,35-64,51067,51,7.807313775147756
24067,male,white,65-74,51067,51,2.05719194718072
24067,female,white,65-74,51067,51,6.788771613161913
24067,female,black,35-64,51067,51,7.93760436340335
24067,male,white,0-17,51067,51,5.537942603550191
24067,female,black,75+,51067,51,7.314921206032625
24067,male,white,75+,51067,51,5.651389100201888
24067,female,other,18-34,51067,51,6.006732338620045
24067,male,black,18-34,51067,51,2.148381799425614
24067,female,other,75+,51067,51,7.956015977510917
24067,male,white,65-74,51067,51,2.1210122155919424
24067,male,black,0-17,51067,51,4.221270262457724
24067,male,other,65-74,51067,51,2.620390666357278
24067,male,black,75+,51067,51,4.366251405767267
24067,female,black,75+,51067,51,5.4997425836559035
24067,male,white,0-17,51067,51,7.155863707712091
24067,male,black,35-64,51067,51,5.716540439217956
24067,male,other,18-34,51067,51,5.125383385098745
24067,male,black,65-74,51067,51,2.289712024198031
24067,male,black,18-34,51067,51,1.7014271454613406
24067,female,white,75+,51067,51,7.308608570170515
24067,female,other,35-64,51067,51,9.992526318612628
24067,female,other,0-17,51067,51,9.337144522176487
24067,female,white,18-34,51067,51,5.158392675780047
24067,female,black,0-17,51067,51,7.017413954608116
24067,male,white,75+,51067,51,5.393781121573167
24067,female,white,18-34,51067,51,5.4113621705024215
24067,male,white,18-34,51067,51,3.153157699501655
24067,male,black,35-64,51067,51,6.760218098558776
24067,male,white,18-34,51067,51,4.639416533421869
24067,female,other,65-74,51067,51,6.27682119250808
24067,male,white,18-34,51067,51,2.996593110078477
24067,female,white,18-34,51067,51,5.625035240276426
24067,female,black,35-64,51067,51,11.15076420745286
24067,male,white,18-34,51067,51,2.866992244741512
24067,male,black,35-64,51067,51,5.569174578581211
24067,female,other,35-64,51067,51,8.664286015701288
24067,female,other,18-34,51067,51,6.606156238453046
24067,female,white,35-64,51067,51,8.572830063202455
24067,male,other,35-64,51067,51,8.418015493910556
24067,male,other,65-74,51067,51,4.2048842536698015
24067,female,black,75+,51067,51,6.780060501968922
24067,female,black,75+,51067,51,6.029276935214217
24067,female,white,18-34,51067,51,4.976462593367624
24067,female,white,0-17,51067,51,8.031065888438826
24067,female,other,75+,51067,51,10.376791349346746
24067,female,black,18-34,51067,51,5.035118961150871
24067,male,other,18-34,51067,51,4.298931623006046
24067,female,white,65-74,51067,51,5.509920686632651
24067,male,other,75+,51067,51,6.373311979653775
24067,male,black,0-17,51067,51,4.813027003453799
24067,female,white,18-34,51067,51,3.977461849332564
24067,female,white,18-34,51067,51,5.6372394038224565
24067,female,black,35-64,51067,51,7.757243017903752
24067,female,black,65-74,51067,51,2.785766993832643
24067,female,black,35-64,51067,51,7.735995040734885
24067,female,black,65-74,51067,51,3.020695768244142
24067,female,other,65-74,51067,51,6.497712117827626
24067,female,white,18-34,51067,51,6.313534771249153
24067,female,white,18-34,51067,51,5.918836240342539
24067,male,black,65-74,51067,51,0.5797338012780311
24067,female,black,65-74,51067,51,5.6634758823007285
24067,male,other,18-34,51067,51,5.656796806937654
24067,female,black,75+,51067,51,6.119502710030053
24067,male,other,35-64,51067,51,7.08626230656458
24067,female,black,75+,51067,51,7.756920258119984
24067,female,black,35-64,51067,51,6.520862164002447
24067,female,black,18-34,51067,51,5.213268564068484
24067,female,white,0-17,51067,51,8.336426662745975
24067,female,black,75+,51067,51,8.207304920783558
24067,female,black,75+,51067,51,6.874312155017024
24067,female,white,75+,51067,51,9.407291460994625
24067,male,black,0-17,51067,51,3.535254462312993
24067,male,white,65-74,51067,51,3.316531153836213
24067,female,black,65-74,51067,51,2.7096586608210185
24067,female,black,65-74,51067,51,4.829323045371093
24067,male,other,65-74,51067,51,2.844922615107555
24067,female,other,0-17,51067,51,8.122405569490473
24067,male,white,65-74,51067,51,2.679616278330621
24067,male,other,65-74,51067,51,3.4085669864365324
24067,male,white,75+,51067,51,5.83862846399746
24067,female,black,65-74,51067,51,4.205648338354223
24067,female,black,75+,51067,51,5.0153148828174015
24067,male,white,35-64,51067,51,5.972285210182669
24067,female,white,35-64,51067,51,7.3499708338706755
24067,female,black,0-17,51067,51,7.703932583629718
24067,male,other,0-17,51067,51,6.202559956017118
24067,male,other,0-17,51067,51,7.184900422936688
24067,male,white,35-64,51067,51,6.920526776847451
24067,male,white,0-17,51067,51,5.044208333011896
24067,male,white,75+,51067,51,5.289312172906388
24067,female,white,18-34,51067,51,5.86586062239168
24067,female,white,0-17,51067,51,9.16828170315332
24067,female,white,65-74,51067,51,6.4179147216539825
24067,female,other,35-64,51067,51,9.938162904493902
24067,male,black,35-64,51067,51,6.127762737752835
24067,male,other,65-74,51067,51,3.2314896151802284
24067,male,black,35-64,51067,51,6.8094530840455265
24067,male,white,75+,51067,51,6.650109181857373
24067,female,white,18-34,51067,51,5.312643566248036
24067,male,white,18-34,51067,51,1.9959013658351936
24067,male,other,0-17,51067,51,6.83407717009379
24067,male,other,75+,51067,51,6.842899349068794
24067,male,white,35-64,51067,51,6.773705050768673
24067,female,black,18-34,51067,51,4.427444449211419
24067,female,other,75+,51067,51,8.894751417999974
24067,male,other,35-64,51067,51,6.386492838515581
24067,female,white,35-64,51067,51,8.349910686274727
24067,female,white,75+,51067,51,8.693264683306621
24067,male,white,18-34,51067,51,3.4518023364649615
24067,male,black,18-34,51067,51,1.318821768931795
24067,male,white,18-34,51067,51,4.745675539241562
24067,female,black,18-34,51067,51,4.373181942947031
24067,male,black,65-74,51067,51,2.090961601943155
24067,male,other,18-34,51067,51,5.574675742876883
24067,female,white,35-64,51067,51,6.8079208094307475
24067,male,black,75+,51067,51,4.815098357397604
24067,male,other,18-34,51067,51,4.439548518460557
24067,male,black,65-74,51067,51,1.0943496930192436
24067,female,black,65-74,51067,51,2.994840815847774
24067,male,black,0-17,51067,51,5.906957736140726
24067,female,black,35-64,51067,51,7.390568877949332
24067,male,black,18-34,51067,51,2.6766418046273177
24067,female,other,35-64,51067,51,9.329204882982484
24067,female,white,75+,51067,51,7.773399335804716
24067,female,other,75+,51067,51,8.526264310642059
24067,male,black,35-64,51067,51,4.714044063671489
24067,male,black,18-34,51067,51,1.6658223971252872
24067,female,other,18-34,51067,51,4.919407428917097
24067,female,other,65-74,51067,51,5.860045881416612
24067,female,black,75+,51067,51,7.407765895048184
24067,male,white,65-74,51067,51,3.80354318906294
24067,female,white,75+,51067,51,8.826560927663508
24067,male,other,35-64,51067,51,5.6516269888966555
24067,female,white,35-64,51067,51,8.439932063853087
24067,female,white,75+,51067,51,9.307137153689473
24067,female,black,18-34,51067,51,4.906526054577296
24067,female,white,65-74,51067,51,6.488107461306788
24067,male,other,75+,51067,51,6.387361073020149
24067,male,white,75+,51067,51,6.510214521590308
24067,female,white,75+,51067,51,7.938772875296085
24067,male,white,75+,51067,51,6.607886487496824
24067,male,white,75+,51067,51,5.186615505805384
24067,male,black,35-64,51067,51,6.112785265459677
24067,male,white,35-64,51067,51,9.130879639128953
24067,female,white,75+,51067,51,8.157460276413806
24067,female,black,65-74,51067,51,4.218785241520019
24067,male,other,35-64,51067,51,6.497090225702437
24067,female,white,35-64,51067,51,10.360391629492891
24067,male,white,75+,51067,51,6.3471675354492
24067,female,black,18-34,51067,51,4.779502665134322
24067,female,black,0-17,51067,51,6.28007412176121
24067,male,other,18-34,51067,51,3.1666026855089204
24067,female,black,18-34,51067,51,7.565409433517544
24067,male,other,0-17,51067,51,6.279277984158293
24067,female,black,0-17,51067,51,5.710017999243702
24067,male,black,35-64,51067,51,5.798375282089244
24067,male,other,0-17,51067,51,5.944494729150065
24067,female,other,65-74,51067,51,5.004328618895079
24067,male,black,18-34,51067,51,1.1051144384914848
24067,male,black,0-17,51067,51,4.993995534123156
24067,male,other,18-34,51067,51,5.013361618662968
24067,female,white,35-64,51067,51,8.084249621141467
24067,male,black,65-74,51067,51,1.1394846223325923
24067,male,other,18-34,51067,51,3.690933371153547
24067,female,white,0-17,51067,51,8.904470819923935
24067,male,other,0-17,51067,51,6.940113213892926
24067,male,other,65-74,51067,51,3.233328907630458
24067,male,other,18-34,51067,51,3.841372417779647
24067,female,black,0-17,51067,51,8.305847265633963
24067,male,white,18-34,51067,51,3.876066179927153
24067,female,white,65-74,51067,51,4.8091696554954675
24067,female,other,65-74,51067,51,5.445621501645106
24067,male,white,35-64,51067,51,6.146957436478107
24067,male,white,18-34,51067,51,1.518884365796159
24067,female,white,18-34,51067,51,6.731068653282299
24067,female,black,18-34,51067,51,4.623257534345757
24067,male,other,75+,51067,51,6.980509831171936
24067,male,black,0-17,51067,51,6.2698930037068346
24067,male,other,35-64,51067,51,8.264463221241535
24067,female,black,0-17,51067,51,5.585309469152343
24067,male,white,18-34,51067,51,2.756394647091202
24067,female,white,65-74,51067,51,3.617056575719589
24067,male,other,65-74,51067,51,2.2190245908973982
24067,male,other,65-74,51067,51,2.4380411644710076
24067,male,white,35-64,51067,51,7.378630717839806
24067,female,white,0-17,51067,51,7.655074570312243
24067,female,other,65-74,51067,51,7.7511355642099
24067,female,other,65-74,51067,51,5.620203583510348
24067,female,black,18-34,51067,51,3.175467788102221
24067,female,other,35-64,51067,51,11.337233582620865
24067,female,other,0-17,51067,51,7.757246168393318
24067,female,white,65-74,51067,51,5.009395011518479
24067,female,white,18-34,51067,51,6.271298291813065
24067,male,other,0-17,51067,51,6.559427868507204
24067,male,other,65-74,51067,51,4.844036924384265
24067,female,white,0-17,51067,51,8.207370384514627
24067,female,other,18-34,51067,51,6.234984980071467
24067,male,white,18-34,51067,51,3.1354545608044235
24067,female,other,0-17,51067,51,11.016447190903174
24067,female,black,18-34,51067,51,5.594143477838313
24067,female,black,0-17,51067,51,6.345885778111709
24067,male,black,0-17,51067,51,6.270457345569488
24067,male,white,65-74,51067,51,2.17729776847702
24067,female,white,75+,51067,51,7.763317342178217
24067,male,white,18-34,51067,51,2.4917259955635886
24067,female,other,75+,51067,51,6.8790832637605686
24067,female,other,35-64,51067,51,9.502292605026671
24067,male,white,65-74,51067,51,3.8204195669613696
24067,male,white,65-74,51067,51,2.785086142694228
24067,female,black,75+,51067,51,5.412193208097385
24067,female,black,0-17,51067,51,7.243898398622094
24067,male,other,75+,51067,51,6.2549463455614625
24067,female,white,18-34,51067,51,6.4304983403399145
24067,male,white,35-64,51067,51,6.15923102720267
24067,female,white,65-74,51067,51,4.355309067096848
24067,female,black,0-17,51067,51,8.535954387651403
24067,male,black,18-34,51067,51,1.6384246722675866
24067,male,white,0-17,51067,51,5.020127152380146
24067,male,black,0-17,51067,51,6.148935466708677
24067,female,black,65-74,51067,51,1.5593307121500333
24067,female,black,35-64,51067,51,7.528484716069564
24067,male,white,18-34,51067,51,3.694802465210071
24067,female,black,35-64,51067,51,10.24698189208992
24067,female,black,75+,51067,51,6.260081208400445
24067,female,black,18-34,51067,51,3.933683624355542
24067,female,other,65-74,51067,51,7.142837501599562
24067,male,white,35-64,51067,51,5.857352467889275
24067,male,white,18-34,51067,51,3.4301157122798
