zip,county,male_white_0-17,male_white_18-34,male_white_35-64,male_white_65-74,male_white_75+,male_black_0-17,male_black_18-34,male_black_35-64,male_black_65-74,male_black_75+,male_other_0-17,male_other_18-34,male_other_35-64,male_other_65-74,male_other_75+,female_white_0-17,female_white_18-34,female_white_35-64,female_white_65-74,female_white_75+,female_black_0-17,female_black_18-34,female_black_35-64,female_black_65-74,female_black_75+,female_other_0-17,female_other_18-34,female_other_35-64,female_other_65-74,female_other_75+
50153,19099,917,866,1828,653,315,0,3,8,1,0,51,45,35,6,0,785,703,1615,548,402,0,0,0,0,0,29,32,6,0,1
50154,19169,456,501,951,345,161,10,0,30,0,0,44,38,49,7,4,393,395,927,299,190,0,0,0,0,0,70,20,24,0,7
50155,19121,1002,614,1951,469,263,0,0,0,0,0,25,33,27,9,2,866,631,1585,509,280,9,0,7,8,0,34,58,21,0,1
50156,19015,3013,2054,5236,916,418,89,56,0,10,0,243,65,150,3,7,3015,1887,4865,868,735,55,0,8,0,10,128,64,145,11,0
50157,19157,795,969,1806,660,269,2,3,2,7,0,78,50,33,7,0,918,753,1551,536,338,0,0,1,0,0,131,35,93,0,0
50158,19127,4131,3479,7137,2222,1480,15,128,154,0,0,1470,864,1518,136,5,4063,3105,7048,2339,1980,119,58,55,22,83,1450,902,1153,103,6
50160,19181,379,321,890,207,84,0,0,0,0,0,22,4,14,0,13,511,272,872,195,145,0,2,3,0,0,24,3,15,13,4
50161,19169,3365,1800,4757,943,451,172,0,75,1,0,263,94,111,23,2,2876,2130,4974,819,535,144,127,128,0,2,156,52,107,16,0
50162,19127,1341,926,2409,680,282,0,9,33,0,0,35,1,35,13,0,1372,703,2508,567,313,0,4,7,0,0,88,19,78,11,0
50163,19125,219,184,486,212,76,0,8,0,0,0,8,0,21,0,4,288,225,393,198,103,0,0,0,0,0,12,9,0,0,3
50164,19077,818,680,1357,408,225,0,7,2,0,0,59,46,60,3,3,669,564,1249,352,421,0,4,9,0,0,116,25,73,0,5
50165,19185,309,251,454,137,137,7,0,13,0,0,32,19,20,0,0,285,244,459,141,219,0,2,0,0,0,46,7,18,0,0
50166,19181,1490,895,2150,612,246,0,0,52,0,0,37,67,77,0,0,1128,947,2032,586,357,10,0,0,0,0,132,91,66,2,3
50167,19049,695,458,1367,308,216,0,3,0,0,0,95,54,22,0,0,642,435,1272,232,250,18,3,0,0,0,34,11,43,0,1
50168,19099,2901,1542,3982,762,349,172,0,73,1,0,171,57,40,13,2,2404,1845,4167,655,384,144,127,128,0,2,107,43,55,16,0
50169,19153,3310,2047,5144,924,547,126,29,42,0,0,234,57,29,13,2,3263,2650,5452,864,854,111,182,172,0,2,126,100,104,12,0
50170,19099,2132,1505,3283,911,528,0,23,13,0,0,54,19,58,0,0,1945,1511,2922,973,518,0,0,23,0,0,25,26,122,4,1
50171,19157,581,548,1143,444,190,0,3,2,7,0,62,43,29,7,0,516,435,991,364,243,0,0,0,0,0,90,35,66,0,0
50173,19171,1176,983,2153,634,341,21,11,27,0,0,181,130,160,23,12,1147,628,2050,667,459,9,1,0,0,0,188,98,194,27,9
50174,19039,1384,783,2305,584,407,0,0,0,0,0,37,40,36,13,2,1128,695,1865,681,386,9,0,13,8,0,43,60,42,3,2
50201,19169,1760,1262,2886,776,358,11,16,27,0,0,245,227,157,11,0,1541,1154,2753,870,648,0,0,0,0,3,170,80,178,0,0
50206,19083,827,704,1396,405,244,15,0,6,0,0,46,69,80,8,2,763,569,1537,465,379,14,9,0,0,0,177,22,28,2,0
50207,19123,967,762,1937,606,257,0,11,0,1,0,81,33,10,8,0,879,765,1709,498,406,0,0,0,0,0,39,29,7,1,0
50208,19099,4064,3596,7355,1861,1278,56,282,134,0,0,256,195,399,21,31,3815,3010,6756,1996,1831,47,83,44,0,0,204,124,227,18,3
50210,19181,1595,1221,3311,961,349,0,0,20,0,0,70,35,113,4,13,1622,1245,2913,799,471,0,2,3,8,0,123,83,90,15,7
50211,19181,3221,2469,5917,1299,761,78,84,10,0,7,243,63,130,0,24,3630,2339,6001,1250,970,5,5,41,0,0,238,57,213,13,16
50212,19015,617,514,1147,377,199,23,0,0,0,0,29,10,2,11,0,539,485,1188,269,236,0,0,0,0,0,8,13,20,11,0
50213,19039,2011,1521,3713,1044,467,0,0,23,0,0,277,126,232,62,13,1997,1626,3341,924,749,0,2,9,0,0,142,162,154,17,7
50214,19125,1149,713,1646,474,208,0,0,5,0,0,30,7,22,0,0,918,708,1545,590,178,0,0,0,0,0,19,8,75,4,0
50216,19077,1082,787,2147,615,424,0,1,2,0,0,145,56,97,5,0,952,769,1908,643,573,14,0,1,0,0,108,31,91,1,8
50217,19073,1320,1167,2236,691,495,22,6,19,0,0,108,34,43,11,9,1290,1130,2300,771,547,16,9,0,0,0,60,64,76,12,7
50218,19121,400,328,647,229,98,0,0,3,0,0,2,0,1,0,11,454,253,729,120,90,0,0,0,0,0,0,0,0,0,12
50219,19125,2686,2504,4672,1064,766,12,94,9,0,0,164,143,146,13,22,2439,2037,4294,1247,995,44,11,19,41,13,137,71,181,10,33
50220,19049,1722,1741,3521,914,494,94,70,37,20,0,351,202,178,0,0,1712,1171,3305,827,711,99,3,48,0,0,237,155,177,10,1
50222,19121,847,462,1468,357,215,0,0,0,0,0,25,17,18,0,0,719,382,1155,367,173,0,0,6,8,0,20,1,32,2,0
50223,19015,394,322,664,151,162,0,0,0,0,0,18,0,0,11,0,371,376,739,156,150,0,0,0,0,0,8,13,12,11,0
50225,19125,2196,1361,3326,1021,503,0,8,93,0,0,102,60,121,0,4,1939,1732,3232,858,738,9,0,0,0,0,192,109,98,2,6
50226,19153,6365,4374,8716,1371,696,76,34,33,11,0,206,347,253,5,3,5171,4505,7752,1340,888,33,10,47,0,10,194,123,347,10,0
50227,19069,233,299,411,143,72,0,0,15,0,0,34,23,96,0,0,257,223,328,155,81,0,9,0,0,0,5,39,28,1,0
50228,19099,2285,1533,4033,930,514,3,29,7,0,0,118,13,34,2,2,2320,1998,3974,1063,688,0,55,83,0,0,58,67,162,4,0
50229,19181,1278,953,2196,579,306,0,0,35,0,0,34,33,15,0,24,1406,718,2342,552,359,10,2,3,0,0,50,8,16,13,16
50230,19083,1422,1231,2590,759,391,10,0,30,0,0,86,47,88,7,4,1503,1187,2522,797,607,0,0,0,0,17,149,56,47,2,9
50231,19079,321,354,623,163,46,0,0,0,0,0,2,4,15,0,0,421,325,651,147,127,0,0,0,0,0,24,6,5,1,2
50232,19099,719,736,1312,433,300,0,3,13,0,0,11,19,37,0,0,539,674,1217,448,237,0,0,0,0,0,13,11,12,4,1
50233,19049,904,733,2027,523,303,0,1,9,0,0,188,101,81,10,3,909,644,1875,482,426,10,7,1,0,0,97,35,67,1,6
50234,19127,940,650,1608,453,147,0,0,33,0,0,13,1,0,13,0,974,499,1665,372,201,0,4,0,0,0,26,10,18,11,0
50235,19073,579,545,1323,407,138,23,4,0,0,0,120,53,8,0,0,495,419,1177,267,213,0,0,0,0,0,11,18,24,1,1
50236,19169,1258,1198,2298,714,297,3,0,6,0,0,91,27,58,1,0,1454,1164,2219,692,622,0,0,0,0,17,130,47,48,2,2
50237,19153,2553,1523,4410,1006,500,3,29,9,0,0,129,31,29,2,2,2897,1919,4484,1064,703,0,55,83,0,0,46,119,180,0,0
50238,19117,582,405,850,325,234,7,0,13,0,0,32,30,27,0,0,487,361,842,266,305,0,2,0,0,0,47,8,18,1,0
50239,19127,534,524,793,238,144,15,0,6,0,0,37,62,73,8,0,448,385,967,250,173,12,9,0,0,0,174,14,23,0,0
50240,19121,1317,943,2587,681,316,0,0,3,0,0,34,5,27,0,24,1357,805,2425,547,326,0,2,3,8,0,35,4,31,13,16
50241,19181,379,321,890,207,84,0,0,0,0,0,22,4,14,0,13,511,272,872,195,145,0,2,3,0,0,24,3,15,13,4
50242,19157,977,887,1984,695,389,0,12,8,1,0,62,38,68,6,0,898,578,1865,554,370,0,0,7,0,0,89,35,66,0,1
50243,19153,2757,1833,4958,977,466,138,26,33,11,0,89,64,140,5,3,2439,1929,4467,889,610,82,0,47,0,10,99,55,118,15,0
50244,19169,1582,1123,3115,717,377,138,16,33,1,0,65,28,110,5,3,1583,1296,2815,660,468,82,0,47,0,0,90,45,68,15,0
50246,19079,165,144,419,111,67,0,0,0,0,0,9,3,3,0,0,173,151,417,89,131,31,2,0,0,0,17,7,0,0,0
50247,19127,1832,1575,2977,735,346,15,30,57,0,0,362,265,271,20,0,1778,1215,3144,744,535,51,9,29,0,83,486,132,294,0,0
50248,19169,1693,1258,3024,879,413,0,10,0,0,0,142,47,85,3,0,1747,1222,2716,981,706,5,18,0,0,17,113,59,45,36,3
50249,19079,1154,779,2201,668,346,0,7,1,1,0,62,19,60,0,10,879,659,1900,669,466,36,17,0,0,0,56,33,31,5,15
50250,19077,1277,923,2143,674,455,0,7,2,0,0,69,46,98,5,3,1126,839,1999,683,669,14,4,9,0,0,143,31,97,1,7
50251,19099,668,644,1183,397,214,0,3,8,0,0,15,19,34,0,0,511,547,1095,355,267,0,0,0,0,0,3,9,3,0,1
50252,19125,1026,429,993,207,107,0,0,73,0,0,86,33,50,0,0,584,386,1139,191,166,9,0,0,0,0,107,24,54,0,0
50254,19175,846,489,1255,339,273,0,0,0,0,0,27,39,24,13,2,736,415,1041,449,295,9,0,13,0,0,32,59,26,3,2
50255,19107,222,168,536,166,81,7,0,1,0,0,37,22,21,0,1,320,210,433,129,155,9,2,0,0,0,20,12,2,0,0
50256,19125,626,407,1475,325,284,12,0,9,0,0,46,22,13,3,22,703,377,1249,324,216,11,0,19,41,13,67,8,33,0,0
50257,19121,1226,783,2358,564,299,0,0,0,0,0,47,21,32,0,13,1230,654,2027,562,318,0,2,9,8,0,44,4,47,15,4
50258,19083,762,575,1490,419,285,19,0,0,0,0,40,93,68,7,2,811,502,1519,514,492,46,15,0,0,0,135,19,47,2,4
50259,19083,293,180,603,167,100,0,0,0,0,0,9,7,7,0,2,315,184,570,215,206,2,0,0,0,0,3,8,5,2,0
50261,19049,1735,1072,3092,832,563,0,1,44,0,5,191,116,144,21,11,2166,1234,3341,759,557,0,0,8,5,0,181,64,144,12,12
50262,19053,654,711,842,318,207,0,94,1,0,0,21,98,39,19,1,563,733,876,268,248,0,24,0,1,0,32,36,52,18,12
50263,19049,7361,4935,10193,1580,1034,192,191,201,19,5,1215,652,956,35,32,7947,5013,10612,2106,1518,200,213,114,22,0,902,611,1202,36,0
50264,19053,1179,1077,1582,594,327,0,94,1,0,0,66,117,82,23,1,1207,974,1540,533,404,0,24,6,1,0,56,48,86,20,12
50265,19153,5023,4740,8467,1798,1319,288,314,416,30,7,561,691,670,112,22,4580,4215,8627,2283,1719,168,338,171,65,3,839,612,687,72,29
50266,19153,5097,5141,8447,1919,1168,181,332,290,17,6,881,1098,1321,74,71,4020,5072,7888,2099,1728,153,178,243,5,6,929,924,1226,83,86
50268,19107,599,453,1183,331,176,7,11,1,0,0,71,22,28,2,1,640,490,1029,245,282,9,2,0,0,0,31,12,6,1,0
50269,19083,413,326,1014,280,208,7,0,0,0,0,13,49,14,0,2,494,334,874,342,391,34,6,0,0,0,12,16,33,2,4
50271,19079,971,863,1877,600,270,7,0,25,0,0,51,33,53,8,4,1011,757,1851,557,382,0,0,0,0,0,50,33,39,4,9
50272,19117,273,154,396,188,97,0,0,0,0,0,0,11,7,0,0,202,117,383,125,86,0,0,0,0,0,1,1,0,1,0
50273,19121,2241,1398,3710,1045,498,35,1,4,0,0,68,23,57,0,11,2004,1491,3574,916,694,55,0,33,8,6,130,70,68,0,12
50274,19029,604,311,778,180,198,0,0,0,0,0,8,8,4,6,0,439,318,718,261,195,0,0,0,0,0,12,2,4,9,0
50275,19039,458,364,834,327,96,0,0,0,0,0,30,16,42,4,0,529,292,837,284,154,0,0,0,0,0,15,12,20,10,0
50276,19049,1744,1008,2810,690,245,23,33,0,0,0,204,36,52,0,6,1773,842,2837,504,419,24,3,0,0,0,72,17,108,0,0
50277,19077,616,421,1329,343,298,0,0,0,0,0,91,35,43,2,0,613,420,1176,415,330,14,0,0,0,0,38,11,32,1,3
50278,19169,185,275,317,99,67,3,0,6,0,0,10,18,19,1,0,131,217,322,78,72,0,0,0,0,0,51,11,9,0,0
50301,19153,34,82,194,17,27,173,64,83,1,0,0,83,15,21,0,25,53,112,70,55,116,75,87,15,4,58,104,90,162,21
50302,19153,34,82,194,17,27,173,64,83,1,0,0,83,15,21,0,25,53,112,70,55,116,75,87,15,4,58,104,90,162,21
50303,19153,34,82,194,17,27,173,64,83,1,0,0,83,15,21,0,25,53,112,70,55,116,75,87,15,4,58,104,90,162,21
50304,19153,34,82,194,17,27,173,64,83,1,0,0,83,15,21,0,25,53,112,70,55,116,75,87,15,4,58,104,90,162,21
50305,19153,34,82,194,17,27,173,64,83,1,0,0,83,15,21,0,25,53,112,70,55,116,75,87,15,4,58,104,90,162,21
50309,19153,1036,3208,3057,732,576,329,530,521,159,24,581,911,532,87,24,984,3440,2430,603,716,242,615,445,87,75,598,762,431,0,7
50310,19153,3110,4954,6002,1642,620,849,890,1181,119,18,1409,1329,1239,132,119,2863,5304,6838,1769,1351,1087,702,954,139,58,1275,1270,1338,95,75
50311,19153,1299,3270,3009,716,180,495,338,637,71,5,595,727,664,16,25,1259,3505,3255,659,523,724,518,334,145,7,531,582,730,59,19
50312,19153,1784,3086,3912,1031,762,669,231,385,71,29,489,632,702,73,17,1720,3391,4059,1071,907,600,365,359,156,50,824,443,317,2,6
50313,19153,2757,3256,5112,1074,676,286,356,567,95,89,761,579,706,86,0,2461,2603,4510,1195,739,327,244,452,25,30,784,400,634,58,16
50314,19153,1183,3749,3122,667,127,1335,1221,1167,154,74,1057,1044,930,136,23,951,3973,2910,385,346,1083,1035,1078,312,138,1258,1193,1186,355,43
50315,19153,3136,4008,6773,1504,864,846,361,346,30,13,1059,839,1242,72,110,3964,3673,7138,1891,1110,518,467,412,44,27,967,1024,1165,82,57
50316,19153,2600,2891,3831,701,268,437,445,811,77,106,1349,1042,1110,103,22,2137,2519,3774,658,586,696,646,535,104,60,1343,828,1115,89,22
50317,19153,4007,4141,7352,1691,1079,777,511,763,7,106,1654,989,1095,92,25,4343,4480,7326,2289,1642,974,604,559,23,49,1647,950,1012,254,41
50318,19153,34,82,194,17,27,173,64,83,1,0,0,83,15,21,0,25,53,112,70,55,116,75,87,15,4,58,104,90,162,21
50319,19153,290,478,523,20,1,77,73,206,0,0,215,197,175,14,20,273,558,254,43,23,27,255,66,0,0,171,216,261,0,1
50320,19153,4032,4750,7696,1497,850,850,456,481,20,3,1639,904,1414,226,124,4780,4364,8214,1882,1006,559,433,450,44,34,1415,1711,1477,156,85
50321,19153,1903,2472,4817,1357,816,679,144,213,6,13,389,326,441,1,0,2457,2650,4817,1523,888,579,383,249,51,0,567,291,425,5,5
50322,19153,5075,3760,8294,2041,980,595,511,747,23,3,907,682,800,22,101,4652,3855,8948,2071,1731,674,562,685,6,39,574,413,654,33,54
50323,19049,5725,3124,8185,1382,422,118,48,109,39,0,738,626,568,22,37,5653,3134,8372,1287,985,106,136,98,46,30,597,234,564,19,6
50324,19153,1392,1744,3704,804,631,173,440,374,14,0,674,665,440,14,25,2005,1650,3145,976,1091,177,465,224,7,0,580,520,248,20,28
50325,19153,5585,3580,8373,1669,980,251,225,296,36,1,1162,607,888,24,33,5775,3593,8476,1933,1713,275,268,300,18,36,1063,543,919,17,27
50327,19153,3443,2744,6048,1499,749,282,140,298,4,0,704,352,275,17,2,4173,3537,6866,1773,1280,302,237,282,14,3,458,269,408,26,5
50328,19153,60,1148,849,261,27,0,344,144,77,0,136,321,126,9,0,42,1298,664,68,55,2,198,167,15,27,53,322,64,0,0
50359,19153,322,721,782,69,62,112,102,65,0,0,0,35,0,38,0,246,494,440,250,119,0,93,0,0,0,0,0,100,0,0
50360,19153,34,82,194,17,27,173,64,83,1,0,0,83,15,21,0,25,53,112,70,55,116,75,87,15,4,58,104,90,162,21
50361,19153,322,721,782,69,62,112,102,65,0,0,0,35,0,38,0,246,494,440,250,119,0,93,0,0,0,0,0,100,0,0
50362,19153,322,721,782,69,62,112,102,65,0,0,0,35,0,38,0,246,494,440,250,119,0,93,0,0,0,0,0,100,0,0
50363,19153,322,721,782,69,62,112,102,65,0,0,0,35,0,38,0,246,494,440,250,119,0,93,0,0,0,0,0,100,0,0
50364,19153,322,721,782,69,62,112,102,65,0,0,0,35,0,38,0,246,494,440,250,119,0,93,0,0,0,0,0,100,0,0
50391,19153,450,1471,1559,417,130,8,362,152,77,0,201,401,160,18,5,332,1661,1463,226,183,2,208,184,15,27,81,343,131,18,6
50392,19153,60,1148,849,261,27,0,344,144,77,0,136,321,126,9,0,42,1298,664,68,55,2,198,167,15,27,53,322,64,0,0
50395,19153,390,323,710,156,103,8,18,8,0,0,65,80,34,9,5,290,363,799,158,128,0,10,17,0,0,28,21,67,18,6
50401,19033,3925,3605,7779,2511,1511,158,276,74,27,0,387,452,510,17,5,3786,3676,7904,2695,2368,118,136,82,10,0,462,227,334,67,12
50402,19033,355,390,616,253,167,15,61,4,6,0,53,9,72,0,0,310,400,720,209,257,16,11,9,0,0,143,34,5,1,0
50420,19069,394,425,635,212,126,0,0,15,0,0,40,28,97,2,0,395,315,548,239,127,0,9,0,0,0,7,53,34,3,0
50421,19197,1160,757,1770,649,462,0,5,1,0,0,122,107,57,6,11,1227,695,1817,589,559,11,0,0,0,0,43,78,94,5,19
50423,19081,953,842,1820,583,449,0,13,10,0,0,86,20,66,4,0,967,751,1667,578,518,0,0,0,0,0,37,33,54,12,3
50424,19189,416,322,907,350,245,0,0,0,0,0,27,1,22,0,0,482,293,817,283,294,0,0,0,0,0,102,35,19,1,3
50426,19131,680,461,1322,325,225,0,0,0,0,0,52,45,51,2,0,777,445,1194,310,235,0,11,0,0,0,33,25,18,9,12
50427,19069,299,308,659,208,139,0,0,0,0,0,68,5,15,0,3,245,191,601,158,205,0,0,0,0,0,36,0,11,0,0
50428,19033,1186,904,2493,875,483,6,0,20,8,0,97,145,63,1,3,992,987,2546,906,646,0,0,1,0,0,145,39,76,55,0
50430,19081,1096,785,1857,549,526,0,4,0,0,0,142,58,59,2,5,980,730,1590,540,483,11,0,2,0,0,30,50,81,5,11
50431,19069,233,299,411,143,72,0,0,15,0,0,34,23,96,0,0,257,223,328,155,81,0,9,0,0,0,5,39,28,1,0
50432,19081,178,223,405,109,152,0,9,10,0,0,47,4,40,0,0,243,182,392,147,227,0,0,0,0,0,32,10,17,4,0
50433,19033,1247,908,1841,624,481,0,9,0,0,0,166,24,42,0,8,942,689,1797,550,557,0,0,0,0,0,101,27,84,10,2
50434,19195,1002,800,2205,726,471,6,6,4,0,0,93,163,61,3,3,968,965,2176,681,664,6,0,8,0,0,149,45,39,30,0
50435,19067,650,481,1132,310,227,0,0,0,0,0,48,0,8,0,0,526,471,995,317,176,27,0,0,0,18,32,12,45,0,0
50436,19189,1987,1725,3570,1203,740,25,51,26,0,0,195,139,173,11,0,1980,1502,3524,1117,1166,26,77,8,0,0,133,63,79,31,12
50438,19081,923,686,1710,594,347,25,13,10,0,0,66,25,41,3,0,891,590,1659,519,522,26,53,0,0,0,33,10,40,25,9
50439,19081,562,503,859,263,152,0,4,0,0,0,30,16,18,4,0,474,431,794,243,131,0,0,0,0,0,5,13,35,8,0
50440,19195,271,203,517,143,109,0,0,0,0,0,39,36,49,2,0,255,221,493,120,119,0,10,0,0,0,8,0,11,0,12
50441,19069,1177,832,1772,573,401,0,0,15,0,33,102,28,165,0,3,1019,804,1735,569,539,0,9,0,0,0,61,114,104,1,0
50444,19195,1002,800,2205,726,471,6,6,4,0,0,93,163,61,3,3,968,965,2176,681,664,6,0,8,0,0,149,45,39,30,0
50446,19195,671,548,1246,336,264,6,6,4,0,0,61,47,16,3,0,611,533,1261,290,417,6,0,8,0,0,53,24,3,0,0
50447,19081,885,686,1363,529,344,0,4,0,0,0,126,44,22,4,0,862,635,1328,467,362,11,0,0,0,0,15,27,58,8,8
50448,19195,466,422,990,246,201,6,6,0,0,0,54,59,53,2,0,468,374,926,230,206,6,10,0,0,0,24,11,11,0,12
50449,19081,499,418,885,318,112,0,4,0,0,0,6,3,0,4,0,461,358,851,235,154,0,0,0,0,0,1,0,8,9,0
50450,19189,671,548,1246,336,264,6,6,4,0,0,61,47,16,3,0,611,533,1261,290,417,6,0,8,0,0,53,24,3,0,0
50451,19109,203,206,351,139,100,0,0,0,0,0,18,1,14,0,0,232,155,336,95,134,0,0,0,0,0,102,25,17,1,0
50452,19069,233,299,411,143,72,0,0,15,0,0,34,23,96,0,0,257,223,328,155,81,0,9,0,0,0,5,39,28,1,0
50453,19189,689,445,1329,444,317,0,0,4,0,0,55,24,20,3,0,648,518,1309,368,490,0,0,8,0,0,37,23,5,0,3
50454,19131,918,533,1369,390,279,0,0,2,0,0,29,17,3,1,0,852,514,1188,326,284,1,1,0,0,0,28,40,8,9,0
50455,19131,509,275,564,208,163,0,0,2,0,0,16,8,1,1,0,330,290,487,136,168,1,0,0,0,0,3,15,1,0,0
50456,19195,780,613,1423,365,258,12,6,3,0,0,79,59,71,2,0,663,522,1315,333,296,6,10,1,0,0,27,11,21,19,12
50457,19033,1377,942,1869,712,470,0,4,15,0,0,191,64,113,3,0,1225,797,1815,606,485,11,9,0,0,0,44,61,81,8,10
50458,19067,1697,1188,2824,801,618,12,65,14,0,0,93,73,40,0,2,1846,1202,2581,803,631,27,7,9,0,0,41,80,121,28,0
50459,19195,1238,948,2281,670,476,6,12,8,0,0,103,92,87,19,0,1073,1020,2194,608,682,12,15,8,0,0,67,44,14,6,16
50460,19131,847,562,1216,326,291,0,0,2,0,0,46,8,5,1,0,545,441,1002,302,212,1,0,0,0,18,35,18,20,0,0
50461,19131,2177,1633,3610,1000,766,0,0,42,0,0,125,69,70,3,0,1995,1566,3345,974,921,28,11,0,0,24,68,59,101,16,16
50464,19033,994,652,1755,444,282,6,0,3,0,0,77,45,69,2,0,972,593,1583,413,325,0,11,1,0,0,36,25,28,28,12
50465,19189,213,116,556,211,145,0,0,0,0,0,9,0,8,0,0,250,138,481,188,160,0,0,0,0,0,0,10,2,0,3
50466,19089,896,522,1015,363,250,0,0,2,0,0,29,32,4,1,0,678,523,923,288,336,1,0,0,0,0,10,37,6,1,0
50467,19033,314,191,433,119,57,6,0,3,0,0,25,0,18,0,0,195,148,389,103,90,0,0,1,0,0,3,0,10,19,0
50468,19067,1788,1083,2462,702,538,6,8,3,0,0,146,19,53,0,0,1239,956,2284,673,521,27,0,1,0,18,63,27,128,23,2
50469,19033,958,547,1240,370,275,6,0,3,0,0,80,10,31,1,0,590,510,1229,293,357,0,0,1,0,0,31,8,40,29,2
50470,19197,394,425,635,212,126,0,0,15,0,0,40,28,97,2,0,395,315,548,239,127,0,9,0,0,0,7,53,34,3,0
50471,19067,1400,951,2396,647,441,0,8,0,0,0,79,18,24,0,0,1309,845,2125,669,404,27,1,0,0,18,57,44,99,9,0
50472,19131,976,658,1840,516,328,0,6,4,0,0,55,54,73,16,0,984,711,1634,508,381,6,16,0,0,0,39,45,18,15,16
50473,19189,689,445,1329,444,317,0,0,4,0,0,55,24,20,3,0,648,518,1309,368,490,0,0,8,0,0,37,23,5,0,3
50475,19069,1015,806,1508,469,367,0,0,15,0,0,157,38,124,0,3,759,601,1400,404,429,0,9,0,0,0,69,47,65,5,2
50476,19131,918,533,1369,390,279,0,0,2,0,0,29,17,3,1,0,852,514,1188,326,284,1,1,0,0,0,28,40,8,9,0
50477,19033,644,356,807,251,218,0,0,0,0,0,55,10,13,1,0,395,362,840,190,267,0,0,0,0,0,28,8,30,10,2
50478,19189,689,445,1329,444,317,0,0,4,0,0,55,24,20,3,0,648,518,1309,368,490,0,0,8,0,0,37,23,5,0,3
50479,19033,877,655,1218,394,290,0,0,15,0,0,89,33,109,1,0,652,585,1168,345,348,0,9,0,0,0,33,47,58,11,2
50480,19109,557,406,932,231,226,0,0,0,0,0,31,11,28,1,0,446,318,706,214,240,0,0,0,0,0,106,34,32,1,0
50481,19131,409,258,805,182,116,0,0,0,0,0,13,9,2,0,0,522,224,701,190,116,0,1,0,0,0,25,25,7,9,0
50482,19033,899,611,2117,823,414,25,0,0,0,0,45,134,46,1,3,820,832,2069,726,636,26,53,0,0,0,96,21,59,54,9
50483,19109,578,442,924,170,228,0,0,0,0,0,37,23,32,2,0,365,411,682,226,207,0,0,0,0,0,8,22,46,5,0
50484,19081,791,558,1480,381,373,0,0,0,0,0,46,23,40,2,0,615,549,1163,414,367,0,0,0,0,0,8,32,48,5,3
50501,19187,3467,4168,6326,1849,1162,246,440,237,15,12,333,544,457,27,70,3164,3130,6072,1940,1636,213,216,154,32,38,544,240,233,82,67
50510,19021,1196,780,1975,660,442,0,1,5,0,0,90,69,68,5,0,1073,780,1754,617,573,0,0,15,0,6,54,116,90,1,7
50511,19109,1208,818,2067,499,520,0,1,4,0,0,46,34,66,1,0,994,776,1855,621,740,0,20,13,0,0,59,41,66,40,0
50514,19063,730,630,1253,714,287,2,13,6,1,0,70,42,36,3,0,731,677,1217,525,405,22,5,0,0,6,133,60,36,1,2
50515,19147,452,333,648,198,113,0,0,0,0,0,62,32,13,0,0,370,249,662,219,132,0,0,0,0,0,37,15,12,0,0
50516,19187,410,447,889,240,156,0,4,0,0,0,9,29,24,0,5,522,270,749,190,119,0,3,2,0,0,12,15,92,0,4
50517,19109,396,426,663,391,204,1,13,6,0,0,32,28,34,0,0,447,381,654,264,214,6,5,0,0,0,108,31,27,1,2
50518,19187,587,419,849,250,217,22,0,13,0,0,33,17,27,2,4,472,386,857,277,184,16,9,0,0,0,10,17,13,1,3
50519,19091,723,421,1179,381,221,0,10,3,0,0,38,9,52,0,5,633,443,1121,297,161,0,0,2,0,0,29,33,34,0,3
50520,19091,620,435,898,284,215,0,7,4,0,0,27,1,33,0,0,515,393,904,255,222,0,0,1,0,0,9,44,37,0,3
50521,19187,323,237,662,239,72,0,0,0,1,0,3,0,12,0,10,299,178,549,182,140,0,0,0,0,0,13,2,18,4,15
50522,19109,1063,747,1625,646,376,1,13,6,0,0,53,40,57,1,0,906,705,1427,497,386,6,5,0,0,0,120,55,60,1,2
50523,19187,283,270,493,184,154,22,0,13,0,0,25,17,20,0,4,321,262,545,190,134,16,9,0,0,0,8,17,13,0,3
50524,19187,737,383,1114,325,194,0,6,3,0,0,48,44,47,6,0,507,437,999,319,242,0,0,0,0,6,51,43,23,1,0
50525,19197,942,675,1575,615,456,4,7,6,0,0,116,111,70,21,13,984,632,1628,564,573,15,0,0,0,0,42,78,96,5,19
50527,19147,370,323,570,174,95,0,19,73,0,0,89,13,10,0,4,272,222,640,239,141,14,10,13,0,0,81,19,10,0,0
50528,19147,217,160,253,92,58,0,0,0,0,0,22,7,4,0,0,256,139,283,101,96,0,0,0,0,0,33,21,5,0,0
50529,19091,388,307,528,133,86,0,3,1,0,0,109,17,15,0,0,396,254,496,138,123,0,0,0,0,0,19,2,40,0,0
50530,19187,717,559,1326,390,234,0,0,0,1,0,21,0,12,11,10,670,554,1288,338,290,0,0,0,0,0,21,15,30,15,15
50531,19063,334,204,590,323,83,1,0,0,1,0,38,14,2,3,0,284,296,563,261,191,16,0,0,0,6,25,29,9,0,0
50532,19187,876,860,1839,639,242,4,6,6,1,0,12,33,33,18,12,864,615,1592,498,349,4,3,0,0,0,18,7,117,8,16
50533,19197,1302,1153,2384,652,480,4,11,6,0,0,264,218,106,19,18,1378,881,2108,625,622,4,3,2,0,0,87,111,218,3,15
50535,19161,705,471,1024,323,218,0,16,14,0,0,15,9,17,0,0,553,358,906,276,300,20,0,13,0,0,20,0,15,29,0
