sex,race,age,edu,state,response,repvote
female,white,66,4-year college,TX,1,0.547132256
male,white,29,4-year college,MO,1,0.59818561
female,other,51,some college,FL,1,0.506188355
female,other,28,4-year college,VA,0,0.471736237
male,white,63,post-grad,CA,0,0.338717892
female,black,23,some college,GA,0,0.526611726
female,white,69,some college,OH,0,0.542676846
female,white,59,hs,FL,0,0.506188355
female,white,40,post-grad,AL,0,0.643741436
female,white,52,some college,AZ,0,0.518900234
female,black,55,post-grad,NC,0,0.519037458
male,white,77,post-grad,IA,0,0.550635478
female,black,30,4-year college,MD,0,0.359837503
female,white,22,4-year college,ME,0,0.484032089
female,other,37,some college,TX,1,0.547132256
female,black,52,hs,NY,0,0.382275815
female,white,57,hs,MA,1,0.353487213
female,white,84,hs,CO,0,0.473166666
female,black,45,4-year college,CA,0,0.338717892
female,other,34,hs,AR,0,0.642851377
female,white,42,some college,OH,0,0.542676846
male,white,22,some college,NH,1,0.498029716
female,other,39,some college,FL,0,0.506188355
male,white,62,some college,VA,0,0.471736237
female,white,58,post-grad,AZ,1,0.518900234
male,white,79,hs,AZ,1,0.518900234
male,white,42,hs,NC,0,0.519037458
female,white,21,hs,WA,0,0.412130688
female,white,18,some college,MI,0,0.501176682
female,white,64,hs,NY,0,0.382275815
male,white,98,4-year college,TX,0,0.547132256
male,white,79,some college,NC,1,0.519037458
female,white,45,4-year college,NY,0,0.382275815
male,white,59,4-year college,CA,0,0.338717892
male,black,45,4-year college,GA,1,0.526611726
male,other,57,4-year college,AZ,0,0.518900234
male,white,56,4-year college,NC,0,0.519037458
female,black,37,4-year college,OH,1,0.542676846
female,white,33,some college,CA,0,0.338717892
female,other,37,some college,TN,1,0.63624343
female,white,63,some college,NC,0,0.519037458
female,white,24,4-year college,MI,0,0.501176682
male,other,41,4-year college,FL,0,0.506188355
male,white,49,4-year college,OR,1,0.438441611
male,white,24,hs,WA,0,0.412130688
male,white,63,hs,MO,0,0.59818561
female,white,59,hs,OH,1,0.542676846
female,other,34,some college,TX,0,0.547132256
female,white,32,post-grad,MI,0,0.501176682
male,white,59,4-year college,FL,1,0.506188355
female,other,36,some college,TX,0,0.547132256
male,black,57,4-year college,NY,0,0.382275815
male,black,29,hs,CA,0,0.338717892
male,white,21,hs,MD,1,0.359837503
female,black,41,some college,IL,0,0.409799486
male,white,36,some college,PA,0,0.503755358
male,white,42,some college,WI,0,0.50407989
female,other,43,4-year college,KY,1,0.65670629
male,white,53,4-year college,PA,0,0.503755358
female,black,55,post-grad,IL,0,0.409799486
male,other,25,hs,NY,0,0.382275815
male,other,51,some college,CA,0,0.338717892
female,white,22,some college,VA,0,0.471736237
female,white,55,4-year college,AZ,0,0.518900234
female,white,55,4-year college,TX,1,0.547132256
female,white,24,some college,TX,0,0.547132256
female,white,53,hs,PA,0,0.503755358
male,white,58,some college,IL,1,0.409799486
female,white,21,some college,NC,1,0.519037458
male,other,23,some college,CA,0,0.338717892
female,other,25,4-year college,VT,0,0.348135737
female,white,52,some college,MN,0,0.491681431
male,white,48,no hs,NC,1,0.519037458
male,other,35,some college,CA,0,0.338717892
female,white,51,some college,CA,1,0.338717892
male,white,46,post-grad,NE,0,0.635476741
male,white,35,4-year college,NE,0,0.635476741
male,white,24,4-year college,TX,0,0.547132256
female,other,21,post-grad,IL,1,0.409799486
male,white,66,some college,IL,1,0.409799486
female,white,91,post-grad,NY,0,0.382275815
male,white,61,4-year college,CA,0,0.338717892
female,white,68,some college,PA,1,0.503755358
male,white,58,some college,CA,0,0.338717892
male,other,25,4-year college,FL,0,0.506188355
female,white,73,hs,NY,0,0.382275815
female,white,34,post-grad,CO,0,0.473166666
male,white,90,4-year college,WA,0,0.412130688
male,white,62,some college,IA,0,0.550635478
male,white,19,hs,NC,1,0.519037458
female,white,28,some college,IL,1,0.409799486
female,white,21,some college,PA,0,0.503755358
female,other,20,4-year college,FL,1,0.506188355
female,white,23,hs,VA,1,0.471736237
female,black,19,4-year college,GA,1,0.526611726
male,white,30,hs,WV,0,0.721610523
female,other,36,post-grad,AZ,1,0.518900234
female,black,61,hs,NY,0,0.382275815
female,black,90,no hs,IL,0,0.409799486
female,other,26,no hs,CA,1,0.338717892
male,white,63,hs,MA,0,0.353487213
male,white,29,no hs,IN,1,0.601173095
female,white,39,post-grad,CO,0,0.473166666
female,white,56,hs,TN,1,0.63624343
male,white,39,4-year college,GA,1,0.526611726
male,white,24,4-year college,CA,0,0.338717892
female,other,30,hs,OH,0,0.542676846
female,white,37,4-year college,TX,1,0.547132256
female,black,31,some college,NJ,1,0.427158099
male,white,85,post-grad,CA,1,0.338717892
female,white,26,4-year college,VA,0,0.471736237
female,white,18,4-year college,CT,0,0.428584525
female,white,62,hs,IN,0,0.601173095
male,other,35,hs,NY,0,0.382275815
male,white,59,hs,TX,1,0.547132256
female,white,67,post-grad,IN,1,0.601173095
male,white,37,some college,LA,0,0.601716772
female,other,26,4-year college,OH,0,0.542676846
female,black,69,some college,GA,1,0.526611726
male,white,77,post-grad,FL,1,0.506188355
female,other,22,some college,CA,0,0.338717892
female,white,62,4-year college,NJ,0,0.427158099
female,other,67,hs,TX,1,0.547132256
male,white,24,some college,OH,1,0.542676846
female,white,37,some college,TN,0,0.63624343
male,white,53,some college,AZ,0,0.518900234
female,white,37,hs,PA,0,0.503755358
female,white,59,hs,CA,0,0.338717892
female,white,40,some college,FL,0,0.506188355
female,white,56,some college,CA,1,0.338717892
female,white,20,hs,FL,0,0.506188355
female,other,28,post-grad,CA,1,0.338717892
female,white,54,hs,PA,0,0.503755358
male,white,90,post-grad,HI,1,0.325586625
female,white,53,hs,FL,1,0.506188355
female,black,89,hs,FL,0,0.506188355
female,white,39,4-year college,CA,0,0.338717892
female,other,22,hs,NM,1,0.453492051
male,white,85,post-grad,IL,1,0.409799486
female,white,30,hs,TX,1,0.547132256
male,black,18,hs,NC,1,0.519037458
male,white,63,hs,IA,0,0.550635478
female,white,48,hs,NY,0,0.382275815
male,white,90,hs,NC,1,0.519037458
male,other,29,some college,CO,0,0.473166666
male,white,64,some college,MI,0,0.501176682
male,white,25,post-grad,AR,1,0.642851377
male,other,45,post-grad,FL,1,0.506188355
female,white,63,hs,NY,1,0.382275815
male,white,51,some college,NY,0,0.382275815
female,white,23,post-grad,CA,0,0.338717892
female,white,41,4-year college,OH,0,0.542676846
female,white,19,some college,MS,1,0.590898473
male,other,43,4-year college,FL,0,0.506188355
male,white,78,no hs,PA,0,0.503755358
female,white,70,post-grad,AR,0,0.642851377
female,white,63,post-grad,MT,0,0.611096643
female,white,28,some college,GA,0,0.526611726
female,other,36,some college,KY,1,0.65670629
female,black,52,4-year college,NY,0,0.382275815
female,white,23,hs,OK,0,0.693047372
female,white,70,post-grad,PA,1,0.503755358
male,white,58,4-year college,TX,0,0.547132256
male,black,53,some college,NC,0,0.519037458
male,white,57,post-grad,KY,0,0.65670629
female,other,25,4-year college,WA,0,0.412130688
female,white,57,some college,CA,0,0.338717892
male,white,89,4-year college,DE,1,0.440013786
male,white,54,4-year college,AZ,1,0.518900234
male,white,67,no hs,MS,1,0.590898473
male,white,65,hs,FL,1,0.506188355
female,white,34,4-year college,MI,1,0.501176682
male,other,50,post-grad,CA,0,0.338717892
male,white,19,hs,MI,0,0.501176682
female,white,36,some college,MI,1,0.501176682
female,white,37,post-grad,FL,0,0.506188355
female,white,54,post-grad,MO,0,0.59818561
female,white,37,4-year college,CO,0,0.473166666
female,white,66,hs,OR,0,0.438441611
male,black,24,hs,FL,0,0.506188355
male,white,77,some college,TX,1,0.547132256
male,white,83,some college,CA,1,0.338717892
female,white,36,post-grad,MN,1,0.491681431
female,white,22,post-grad,AR,0,0.642851377
female,white,20,some college,UT,1,0.623836582
female,white,46,4-year college,NM,0,0.453492051
female,other,30,hs,TX,0,0.547132256
female,white,92,hs,OH,0,0.542676846
male,black,56,4-year college,MO,0,0.59818561
female,white,22,hs,TX,0,0.547132256
female,white,24,some college,MI,0,0.501176682
female,white,18,some college,MN,0,0.491681431
male,white,76,hs,DE,0,0.440013786
female,white,35,some college,NY,0,0.382275815
female,white,59,no hs,TX,1,0.547132256
female,black,45,4-year college,OH,0,0.542676846
male,white,58,hs,MD,1,0.359837503
male,white,89,post-grad,TN,0,0.63624343
female,white,88,some college,CA,1,0.338717892
male,other,34,4-year college,NC,0,0.519037458
male,other,52,post-grad,TX,0,0.547132256
female,white,24,hs,AL,1,0.643741436
female,white,62,hs,TX,1,0.547132256
male,white,41,hs,CT,1,0.428584525
male,white,37,some college,TX,0,0.547132256
female,other,50,some college,MT,0,0.611096643
female,white,36,some college,MI,0,0.501176682
female,white,86,hs,FL,0,0.506188355
male,white,65,hs,IL,0,0.409799486
female,white,57,some college,CT,1,0.428584525
male,white,50,post-grad,GA,1,0.526611726
female,white,61,some college,TN,1,0.63624343
female,white,29,4-year college,OK,0,0.693047372
female,white,47,hs,AZ,1,0.518900234
female,white,18,some college,NE,1,0.635476741
male,white,86,hs,NC,0,0.519037458
male,white,98,post-grad,MA,0,0.353487213
male,white,21,some college,IL,1,0.409799486
female,white,62,some college,NC,1,0.519037458
female,white,52,some college,AZ,1,0.518900234
female,white,55,hs,PA,0,0.503755358
male,other,22,post-grad,NY,1,0.382275815
female,other,46,hs,TX,0,0.547132256
female,white,40,hs,MI,0,0.501176682
female,white,62,some college,TX,1,0.547132256
female,white,38,some college,TN,1,0.63624343
female,white,36,4-year college,WA,0,0.412130688
female,white,51,hs,TX,1,0.547132256
male,white,85,hs,RI,0,0.416892959
female,black,28,post-grad,IL,0,0.409799486
female,white,75,hs,NJ,0,0.427158099
male,white,24,some college,PA,0,0.503755358
male,white,87,post-grad,AZ,0,0.518900234
female,white,68,some college,OH,1,0.542676846
female,white,22,some college,CA,1,0.338717892
female,white,27,some college,NJ,0,0.427158099
male,white,48,4-year college,TN,1,0.63624343
female,white,38,some college,CA,0,0.338717892
male,other,25,some college,UT,0,0.623836582
male,white,74,some college,CA,1,0.338717892
male,other,40,hs,NY,1,0.382275815
male,black,40,hs,GA,1,0.526611726
female,white,67,hs,WI,1,0.50407989
female,white,53,hs,NJ,0,0.427158099
male,white,64,post-grad,CA,0,0.338717892
male,white,36,some college,VA,1,0.471736237
female,white,19,some college,VA,1,0.471736237
female,white,36,hs,TX,1,0.547132256
female,black,76,4-year college,NC,1,0.519037458
female,white,47,hs,WA,0,0.412130688
female,white,27,4-year college,CA,0,0.338717892
female,black,25,some college,GA,1,0.526611726
female,white,88,some college,NY,0,0.382275815
female,white,58,no hs,KY,1,0.65670629
female,white,42,hs,AL,0,0.643741436
male,black,23,some college,TX,0,0.547132256
male,white,39,some college,TN,1,0.63624343
female,white,68,some college,NY,1,0.382275815
female,white,69,post-grad,FL,0,0.506188355
female,white,47,4-year college,CA,1,0.338717892
female,white,30,4-year college,IL,0,0.409799486
male,white,44,some college,NC,0,0.519037458
male,white,81,post-grad,MO,1,0.59818561
female,white,34,some college,MS,1,0.590898473
male,white,31,post-grad,MI,0,0.501176682
female,white,83,some college,TX,1,0.547132256
female,white,49,some college,NY,0,0.382275815
female,white,72,hs,UT,1,0.623836582
male,white,53,post-grad,CA,0,0.338717892
male,white,80,hs,WI,0,0.50407989
male,black,43,hs,VA,1,0.471736237
female,white,82,hs,NJ,0,0.427158099
male,white,59,post-grad,TX,0,0.547132256
female,white,68,4-year college,NJ,1,0.427158099
male,white,36,post-grad,MN,1,0.491681431
male,other,46,some college,WV,1,0.721610523
male,white,61,4-year college,CA,0,0.338717892
male,white,27,some college,IL,0,0.409799486
male,white,65,post-grad,CA,1,0.338717892
female,white,59,hs,FL,1,0.506188355
female,white,28,some college,SD,0,0.659718581
female,white,21,4-year college,CO,1,0.473166666
male,white,77,some college,WA,0,0.412130688
male,white,86,post-grad,NE,0,0.635476741
male,white,62,post-grad,CT,1,0.428584525
female,other,32,4-year college,AZ,0,0.518900234
female,white,21,some college,MS,1,0.590898473
male,black,59,some college,TX,0,0.547132256
male,other,66,post-grad,WA,0,0.412130688
female,white,52,hs,PA,0,0.503755358
male,white,36,post-grad,MT,1,0.611096643
female,white,50,no hs,TN,0,0.63624343
female,white,21,4-year college,CA,1,0.338717892
male,white,48,some college,NJ,0,0.427158099
female,white,24,some college,PA,0,0.503755358
male,white,69,4-year college,MO,1,0.59818561
female,white,49,4-year college,IL,1,0.409799486
male,white,36,hs,MT,0,0.611096643
female,white,40,some college,FL,0,0.506188355
female,white,35,4-year college,OH,0,0.542676846
male,white,55,post-grad,CT,0,0.428584525
female,white,34,post-grad,OR,0,0.438441611
male,other,26,hs,WI,1,0.50407989
female,white,65,some college,ND,0,0.698092429
female,white,40,post-grad,IL,0,0.409799486
female,black,36,4-year college,CA,1,0.338717892
male,white,48,some college,NE,0,0.635476741
male,white,62,post-grad,NY,0,0.382275815
male,white,52,4-year college,OH,0,0.542676846
female,white,66,hs,WI,1,0.50407989
female,other,29,some college,TX,1,0.547132256
male,white,46,some college,OH,1,0.542676846
male,white,67,hs,TX,0,0.547132256
male,other,35,no hs,GA,1,0.526611726
female,white,18,some college,TX,1,0.547132256
female,white,72,4-year college,FL,1,0.506188355
female,white,57,hs,WV,1,0.721610523
female,white,62,some college,GA,1,0.526611726
female,other,27,some college,TX,1,0.547132256
female,other,57,some college,OH,1,0.542676846
female,white,96,post-grad,VA,1,0.471736237
male,white,64,post-grad,WI,1,0.50407989
female,white,98,4-year college,PA,0,0.503755358
female,white,54,hs,IL,1,0.409799486
male,white,74,4-year college,NY,0,0.382275815
male,black,33,some college,MD,0,0.359837503
male,white,27,some college,NJ,1,0.427158099
male,white,38,post-grad,TN,0,0.63624343
male,white,45,4-year college,TN,0,0.63624343
female,black,29,some college,MI,0,0.501176682
male,white,96,some college,FL,0,0.506188355
female,other,50,4-year college,AZ,1,0.518900234
female,other,57,no hs,TX,1,0.547132256
male,white,43,some college,WI,1,0.50407989
male,other,53,some college,OH,1,0.542676846
male,white,62,some college,VA,0,0.471736237
male,white,55,post-grad,TX,1,0.547132256
male,white,21,hs,KY,0,0.65670629
female,white,67,post-grad,NC,0,0.519037458
female,white,62,hs,FL,0,0.506188355
female,white,67,4-year college,CA,1,0.338717892
female,white,50,hs,PA,1,0.503755358
male,white,66,post-grad,CO,1,0.473166666
male,other,26,no hs,LA,1,0.601716772
female,white,53,hs,VA,1,0.471736237
female,white,62,hs,WA,0,0.412130688
male,white,90,some college,WV,1,0.721610523
male,other,31,some college,HI,0,0.325586625
female,other,18,some college,TX,0,0.547132256
male,white,37,hs,NJ,0,0.427158099
male,white,56,some college,IL,1,0.409799486
female,white,25,hs,MI,0,0.501176682
female,white,27,4-year college,AL,0,0.643741436
female,white,28,4-year college,MN,0,0.491681431
female,white,69,no hs,SC,0,0.574602564
female,white,26,post-grad,CT,0,0.428584525
female,white,49,some college,CT,0,0.428584525
female,white,50,some college,NH,1,0.498029716
female,white,89,hs,WI,1,0.50407989
male,white,45,post-grad,CA,1,0.338717892
male,white,59,4-year college,TX,0,0.547132256
female,white,66,hs,FL,1,0.506188355
male,other,87,4-year college,OK,1,0.693047372
female,white,30,4-year college,NJ,0,0.427158099
male,white,56,some college,MN,1,0.491681431
female,black,18,hs,AL,0,0.643741436
male,white,60,some college,NY,0,0.382275815
male,white,35,post-grad,MA,0,0.353487213
female,white,95,some college,AL,0,0.643741436
male,white,78,4-year college,CA,0,0.338717892
male,white,51,some college,AL,1,0.643741436
male,white,50,4-year college,MN,0,0.491681431
female,other,77,4-year college,AZ,0,0.518900234
female,other,57,4-year college,FL,0,0.506188355
female,other,46,hs,TX,1,0.547132256
female,other,24,4-year college,CA,0,0.338717892
male,other,99,some college,CA,1,0.338717892
male,other,20,some college,CA,1,0.338717892
female,other,60,hs,CA,1,0.338717892
female,white,53,some college,TX,1,0.547132256
female,white,52,hs,TN,1,0.63624343
female,white,20,4-year college,OR,0,0.438441611
male,white,73,hs,NC,0,0.519037458
female,white,38,some college,WA,1,0.412130688
male,white,46,post-grad,IN,0,0.601173095
male,white,61,post-grad,FL,0,0.506188355
male,white,63,no hs,OR,0,0.438441611
male,white,45,no hs,GA,1,0.526611726
male,white,69,some college,TX,1,0.547132256
male,white,41,some college,AL,1,0.643741436
female,white,34,hs,TX,1,0.547132256
female,white,21,some college,OH,0,0.542676846
female,other,20,4-year college,NY,1,0.382275815
female,white,38,4-year college,SC,1,0.574602564
male,white,64,4-year college,MI,1,0.501176682
female,white,49,some college,AR,1,0.642851377
female,white,54,hs,ME,0,0.484032089
male,white,52,post-grad,TX,0,0.547132256
female,other,28,some college,CA,0,0.338717892
female,white,44,some college,TX,1,0.547132256
female,black,50,some college,CA,0,0.338717892
female,white,34,post-grad,MI,0,0.501176682
female,other,28,hs,CA,1,0.338717892
female,white,55,post-grad,FL,0,0.506188355
male,white,47,some college,CA,1,0.338717892
female,other,51,hs,OK,0,0.693047372
male,white,75,post-grad,NM,1,0.453492051
male,white,31,some college,PA,0,0.503755358
female,white,72,some college,IA,0,0.550635478
male,white,74,post-grad,FL,1,0.506188355
female,white,22,some college,VA,0,0.471736237
male,other,63,4-year college,WV,1,0.721610523
male,white,40,post-grad,GA,1,0.526611726
male,other,40,post-grad,AZ,0,0.518900234
male,white,51,hs,ID,0,0.683101767
male,white,31,some college,TN,0,0.63624343
female,black,42,some college,NJ,0,0.427158099
female,white,49,hs,AR,1,0.642851377
male,white,39,4-year college,MI,0,0.501176682
male,white,59,hs,NC,0,0.519037458
female,white,67,hs,MO,1,0.59818561
female,white,66,hs,LA,1,0.601716772
female,white,35,some college,MN,0,0.491681431
male,white,79,4-year college,OH,0,0.542676846
male,white,53,hs,MD,0,0.359837503
male,white,81,no hs,NC,1,0.519037458
male,white,77,4-year college,TX,1,0.547132256
male,other,57,post-grad,NY,0,0.382275815
female,white,22,post-grad,LA,1,0.601716772
male,white,28,some college,GA,1,0.526611726
male,black,45,post-grad,TN,0,0.63624343
female,white,66,hs,MI,1,0.501176682
female,white,90,hs,NC,0,0.519037458
female,white,61,hs,MA,0,0.353487213
female,white,27,some college,CA,0,0.338717892
male,other,29,some college,NY,0,0.382275815
male,white,41,some college,AL,0,0.643741436
female,white,64,no hs,CT,1,0.428584525
female,white,31,hs,NY,0,0.382275815
female,other,21,some college,CA,0,0.338717892
female,white,79,hs,NY,0,0.382275815
female,white,52,some college,SC,0,0.574602564
female,black,61,4-year college,GA,1,0.526611726
female,white,55,some college,FL,1,0.506188355
female,black,58,some college,IL,0,0.409799486
female,white,52,hs,MN,0,0.491681431
male,white,38,4-year college,OK,0,0.693047372
male,other,22,post-grad,TX,0,0.547132256
male,black,37,4-year college,TX,0,0.547132256
male,white,22,4-year college,WV,1,0.721610523
female,white,94,some college,ND,0,0.698092429
female,white,52,post-grad,NE,0,0.635476741
female,white,44,4-year college,GA,1,0.526611726
female,white,50,post-grad,OH,1,0.542676846
male,white,67,some college,OH,0,0.542676846
female,white,25,some college,CA,0,0.338717892
female,white,69,some college,OR,1,0.438441611
female,white,57,hs,NY,0,0.382275815
male,white,42,post-grad,OR,0,0.438441611
male,white,30,some college,MN,0,0.491681431
male,other,79,some college,OH,1,0.542676846
female,white,59,post-grad,MD,0,0.359837503
female,white,19,no hs,WA,0,0.412130688
female,other,29,post-grad,FL,0,0.506188355
male,white,38,post-grad,MD,0,0.359837503
female,white,53,post-grad,OK,0,0.693047372
male,white,57,hs,OH,1,0.542676846
female,other,22,some college,IL,1,0.409799486
female,black,21,4-year college,GA,1,0.526611726
female,black,25,some college,MA,0,0.353487213
female,white,54,post-grad,OH,0,0.542676846
female,black,24,post-grad,GA,1,0.526611726
female,white,53,some college,OH,0,0.542676846
female,white,83,post-grad,NY,0,0.382275815
male,white,51,4-year college,WA,0,0.412130688
female,other,29,some college,CA,0,0.338717892
female,white,61,post-grad,CO,1,0.473166666
female,white,74,hs,DE,0,0.440013786
male,other,26,some college,CA,1,0.338717892
male,white,84,hs,NJ,1,0.427158099
male,white,20,hs,FL,1,0.506188355
female,white,52,4-year college,CA,0,0.338717892
female,other,28,some college,TX,0,0.547132256
female,white,47,4-year college,KY,0,0.65670629
male,white,43,hs,CA,0,0.338717892
male,other,38,4-year college,TN,1,0.63624343
male,white,35,hs,CA,1,0.338717892
female,white,100,some college,LA,1,0.601716772
female,white,37,hs,VA,0,0.471736237
female,white,42,hs,PA,1,0.503755358
male,white,49,post-grad,OH,1,0.542676846
female,white,54,some college,CO,0,0.473166666
female,white,22,hs,OK,0,0.693047372
male,black,43,some college,GA,0,0.526611726
male,white,52,some college,OH,0,0.542676846
female,white,43,post-grad,CA,0,0.338717892
male,white,64,hs,GA,0,0.526611726
male,black,29,some college,NC,0,0.519037458
female,black,19,hs,PA,0,0.503755358
male,white,26,4-year college,AR,0,0.642851377
male,white,85,some college,PA,1,0.503755358
female,white,66,some college,CA,0,0.338717892
male,white,94,4-year college,CA,1,0.338717892
female,white,96,4-year college,HI,1,0.325586625
female,white,20,some college,CA,0,0.338717892
female,black,51,hs,NY,0,0.382275815
female,black,27,some college,NY,1,0.382275815
male,white,20,hs,NC,1,0.519037458
male,white,89,hs,MI,1,0.501176682
male,white,61,post-grad,FL,1,0.506188355
male,white,39,4-year college,WI,0,0.50407989
female,other,33,post-grad,NY,1,0.382275815
female,white,65,post-grad,PA,0,0.503755358
male,white,31,post-grad,MD,0,0.359837503
male,white,39,post-grad,UT,1,0.623836582
female,black,53,post-grad,PA,0,0.503755358
male,other,27,4-year college,TX,0,0.547132256
female,white,59,some college,AR,1,0.642851377
female,other,34,hs,CA,0,0.338717892
female,white,62,post-grad,CA,0,0.338717892
female,other,58,no hs,IA,1,0.550635478
male,white,55,4-year college,NJ,0,0.427158099
female,white,83,some college,IL,0,0.409799486
female,white,35,some college,CA,0,0.338717892
male,white,70,4-year college,IA,1,0.550635478
male,white,54,some college,WA,0,0.412130688
male,white,69,4-year college,TX,1,0.547132256
female,white,22,4-year college,WA,0,0.412130688
male,white,68,some college,SD,1,0.659718581
female,other,19,hs,CA,0,0.338717892
male,other,78,post-grad,VA,1,0.471736237
male,white,21,4-year college,VA,0,0.471736237
female,white,65,4-year college,GA,1,0.526611726
female,white,30,hs,DE,0,0.440013786
male,white,76,some college,NJ,1,0.427158099
female,other,30,hs,TX,0,0.547132256
male,white,60,hs,FL,0,0.506188355
male,white,46,some college,NC,1,0.519037458
female,white,67,4-year college,VA,0,0.471736237
male,white,56,hs,TX,1,0.547132256
male,white,65,some college,NC,0,0.519037458
female,white,50,hs,AL,0,0.643741436
female,white,33,4-year college,LA,0,0.601716772
female,other,27,4-year college,OK,0,0.693047372
female,other,35,post-grad,CA,0,0.338717892
male,white,57,some college,FL,0,0.506188355
male,white,38,post-grad,NH,1,0.498029716
female,other,31,some college,TX,1,0.547132256
female,white,68,some college,AR,1,0.642851377
female,white,19,hs,OH,0,0.542676846
female,white,27,some college,TX,0,0.547132256
female,white,59,some college,VT,1,0.348135737
female,white,52,hs,NC,1,0.519037458
male,black,33,some college,TX,0,0.547132256
female,white,41,some college,WY,1,0.757053196
male,white,60,some college,OH,0,0.542676846
female,white,71,4-year college,FL,1,0.506188355
male,white,76,some college,IN,1,0.601173095
male,white,85,hs,NC,1,0.519037458
male,white,64,4-year college,CA,1,0.338717892
male,white,41,4-year college,OH,1,0.542676846
female,white,53,hs,PA,1,0.503755358
female,black,21,no hs,FL,0,0.506188355
male,other,48,post-grad,CA,1,0.338717892
female,other,19,some college,AZ,0,0.518900234
female,other,34,hs,GA,1,0.526611726
female,white,60,post-grad,NE,1,0.635476741
male,white,95,4-year college,MA,0,0.353487213
female,other,47,4-year college,NJ,1,0.427158099
male,white,40,4-year college,NC,1,0.519037458
female,white,32,some college,FL,0,0.506188355
female,white,98,some college,VA,0,0.471736237
male,white,57,some college,NV,0,0.487062906
female,white,60,some college,TX,1,0.547132256
female,black,54,4-year college,TX,0,0.547132256
male,black,23,some college,GA,0,0.526611726
female,other,38,4-year college,NJ,0,0.427158099
male,white,78,4-year college,NY,1,0.382275815
female,white,64,post-grad,OH,1,0.542676846
male,white,19,hs,VT,1,0.348135737
male,white,25,4-year college,MN,0,0.491681431
male,white,82,some college,GA,0,0.526611726
female,white,56,post-grad,AL,1,0.643741436
male,other,28,some college,NM,1,0.453492051
female,white,42,hs,VA,0,0.471736237
male,black,42,some college,SC,0,0.574602564
female,white,29,4-year college,OH,0,0.542676846
male,white,81,some college,KY,1,0.65670629
female,other,27,4-year college,TX,1,0.547132256
male,white,34,hs,PA,1,0.503755358
female,white,83,hs,TX,1,0.547132256
female,white,32,hs,MA,0,0.353487213
male,other,62,some college,NM,0,0.453492051
female,white,57,some college,LA,1,0.601716772
female,black,43,post-grad,GA,0,0.526611726
female,other,64,4-year college,NV,1,0.487062906
female,white,22,some college,MS,1,0.590898473
female,white,29,4-year college,OK,1,0.693047372
female,white,53,post-grad,CA,0,0.338717892
male,other,55,4-year college,MT,1,0.611096643
female,white,52,hs,MD,0,0.359837503
female,other,40,hs,CA,0,0.338717892
female,white,57,hs,FL,0,0.506188355
female,white,33,hs,VA,1,0.471736237
female,white,18,hs,WV,0,0.721610523
male,white,26,4-year college,MD,0,0.359837503
female,black,20,hs,FL,1,0.506188355
female,white,55,hs,PA,0,0.503755358
male,other,21,some college,MO,0,0.59818561
female,white,77,hs,OH,0,0.542676846
male,white,67,some college,AZ,1,0.518900234
female,other,63,some college,CA,0,0.338717892
female,other,59,post-grad,MN,0,0.491681431
female,white,66,some college,GA,1,0.526611726
female,white,49,some college,CT,1,0.428584525
male,white,60,some college,CO,0,0.473166666
female,white,99,hs,NE,0,0.635476741
male,white,55,some college,MO,0,0.59818561
female,white,38,post-grad,CA,0,0.338717892
male,white,70,4-year college,AL,1,0.643741436
female,white,21,hs,FL,1,0.506188355
male,white,73,some college,NM,1,0.453492051
male,black,84,some college,TX,1,0.547132256
male,white,56,4-year college,FL,0,0.506188355
female,white,71,hs,MO,1,0.59818561
male,white,44,some college,TX,1,0.547132256
female,white,35,post-grad,NY,0,0.382275815
male,black,22,some college,MS,1,0.590898473
female,white,23,no hs,MA,1,0.353487213
male,other,20,hs,IN,0,0.601173095
female,white,47,hs,NJ,1,0.427158099
male,white,35,4-year college,NY,0,0.382275815
male,white,87,post-grad,AZ,0,0.518900234
male,white,64,some college,CA,0,0.338717892
female,white,39,4-year college,IN,1,0.601173095
female,black,53,hs,NC,0,0.519037458
male,white,50,4-year college,CO,1,0.473166666
male,other,41,some college,NV,0,0.487062906
male,white,83,some college,GA,1,0.526611726
female,black,35,hs,VA,0,0.471736237
male,white,51,hs,PA,1,0.503755358
female,white,44,post-grad,OH,0,0.542676846
female,other,20,some college,OH,0,0.542676846
male,other,57,some college,CT,0,0.428584525
female,white,32,some college,UT,0,0.623836582
male,white,26,hs,IN,0,0.601173095
male,white,40,post-grad,MA,0,0.353487213
female,white,72,some college,KS,1,0.611114703
male,white,39,4-year college,IN,0,0.601173095
female,white,55,hs,PA,0,0.503755358
female,white,50,hs,GA,1,0.526611726
female,white,68,some college,MN,0,0.491681431
male,white,18,hs,CT,1,0.428584525
male,white,62,some college,OH,0,0.542676846
female,white,68,hs,IN,0,0.601173095
female,black,67,hs,TX,0,0.547132256
male,white,57,post-grad,CA,0,0.338717892
female,other,28,some college,CA,0,0.338717892
male,white,35,some college,TX,0,0.547132256
male,white,58,post-grad,TX,1,0.547132256
female,other,82,hs,IL,1,0.409799486
male,white,62,post-grad,CA,0,0.338717892
female,white,93,some college,AL,1,0.643741436
female,white,37,hs,NY,1,0.382275815
female,white,41,4-year college,SC,1,0.574602564
male,black,34,no hs,CA,1,0.338717892
male,white,48,hs,ID,1,0.683101767
female,white,45,hs,SC,1,0.574602564
male,white,42,hs,FL,1,0.506188355
male,white,52,post-grad,MO,0,0.59818561
