zip,fips,county,state,state_name
56007,27047,Freeborn County,MN,Minnesota
56009,27043,Faribault County,MN,Minnesota
56010,27013,Blue Earth County,MN,Minnesota
56011,27019,Carver County,MN,Minnesota
56013,27043,Faribault County,MN,Minnesota
56014,27043,Faribault County,MN,Minnesota
56016,27047,Freeborn County,MN,Minnesota
56017,27079,Le Sueur County,MN,Minnesota
56019,27015,Brown County,MN,Minnesota
56020,27047,Freeborn County,MN,Minnesota
56021,27103,Nicollet County,MN,Minnesota
56022,27165,Watonwan County,MN,Minnesota
56023,27043,Faribault County,MN,Minnesota
56024,27013,Blue Earth County,MN,Minnesota
56025,27043,Faribault County,MN,Minnesota
56026,27047,Freeborn County,MN,Minnesota
56027,27043,Faribault County,MN,Minnesota
56028,27079,Le Sueur County,MN,Minnesota
56029,27047,Freeborn County,MN,Minnesota
56031,27091,Martin County,MN,Minnesota
56032,27047,Freeborn County,MN,Minnesota
56033,27043,Faribault County,MN,Minnesota
56034,27013,Blue Earth County,MN,Minnesota
56035,27047,Freeborn County,MN,Minnesota
56036,27047,Freeborn County,MN,Minnesota
56037,27013,Blue Earth County,MN,Minnesota
56039,27091,Martin County,MN,Minnesota
56041,27013,Blue Earth County,MN,Minnesota
56042,27047,Freeborn County,MN,Minnesota
56043,27047,Freeborn County,MN,Minnesota
56044,27079,Le Sueur County,MN,Minnesota
56045,27047,Freeborn County,MN,Minnesota
56046,27147,Steele County,MN,Minnesota
56047,27043,Faribault County,MN,Minnesota
56048,27013,Blue Earth County,MN,Minnesota
56050,27013,Blue Earth County,MN,Minnesota
56051,27043,Faribault County,MN,Minnesota
56052,27079,Le Sueur County,MN,Minnesota
56054,27103,Nicollet County,MN,Minnesota
56055,27013,Blue Earth County,MN,Minnesota
56056,27165,Watonwan County,MN,Minnesota
56057,27079,Le Sueur County,MN,Minnesota
56058,27079,Le Sueur County,MN,Minnesota
56060,27013,Blue Earth County,MN,Minnesota
56062,27013,Blue Earth County,MN,Minnesota
56063,27079,Le Sueur County,MN,Minnesota
56065,27013,Blue Earth County,MN,Minnesota
56068,27013,Blue Earth County,MN,Minnesota
56069,27131,Rice County,MN,Minnesota
56071,27139,Scott County,MN,Minnesota
56072,27161,Waseca County,MN,Minnesota
56073,27015,Brown County,MN,Minnesota
56074,27103,Nicollet County,MN,Minnesota
56078,27013,Blue Earth County,MN,Minnesota
56080,27013,Blue Earth County,MN,Minnesota
56081,27165,Watonwan County,MN,Minnesota
56082,27103,Nicollet County,MN,Minnesota
56083,27127,Redwood County,MN,Minnesota
56084,27015,Brown County,MN,Minnesota
56085,27015,Brown County,MN,Minnesota
56087,27015,Brown County,MN,Minnesota
56088,27091,Martin County,MN,Minnesota
56089,27047,Freeborn County,MN,Minnesota
56090,27013,Blue Earth County,MN,Minnesota
56091,27161,Waseca County,MN,Minnesota
56093,27161,Waseca County,MN,Minnesota
56096,27079,Le Sueur County,MN,Minnesota
56097,27043,Faribault County,MN,Minnesota
56098,27043,Faribault County,MN,Minnesota
56101,27033,Cottonwood County,MN,Minnesota
56110,27105,Nobles County,MN,Minnesota
56111,27091,Martin County,MN,Minnesota
56113,27081,Lincoln County,MN,Minnesota
56114,27101,Murray County,MN,Minnesota
56115,27083,Lyon County,MN,Minnesota
56116,27133,Rock County,MN,Minnesota
56117,27105,Nobles County,MN,Minnesota
56118,27033,Cottonwood County,MN,Minnesota
56119,27105,Nobles County,MN,Minnesota
56120,27165,Watonwan County,MN,Minnesota
56121,27091,Martin County,MN,Minnesota
56122,27101,Murray County,MN,Minnesota
56123,27101,Murray County,MN,Minnesota
56125,27101,Murray County,MN,Minnesota
56127,27091,Martin County,MN,Minnesota
56128,27117,Pipestone County,MN,Minnesota
56129,27105,Nobles County,MN,Minnesota
56131,27101,Murray County,MN,Minnesota
56132,27083,Lyon County,MN,Minnesota
56134,27133,Rock County,MN,Minnesota
56136,27081,Lincoln County,MN,Minnesota
56137,27063,Jackson County,MN,Minnesota
56138,27133,Rock County,MN,Minnesota
56139,27117,Pipestone County,MN,Minnesota
56141,27101,Murray County,MN,Minnesota
56142,27081,Lincoln County,MN,Minnesota
56143,27063,Jackson County,MN,Minnesota
56144,27117,Pipestone County,MN,Minnesota
56145,27033,Cottonwood County,MN,Minnesota
56146,27133,Rock County,MN,Minnesota
56147,27105,Nobles County,MN,Minnesota
56149,27081,Lincoln County,MN,Minnesota
56150,27063,Jackson County,MN,Minnesota
56151,27101,Murray County,MN,Minnesota
56152,27127,Redwood County,MN,Minnesota
56153,27105,Nobles County,MN,Minnesota
56155,27105,Nobles County,MN,Minnesota
56156,27133,Rock County,MN,Minnesota
56157,27083,Lyon County,MN,Minnesota
56158,27133,Rock County,MN,Minnesota
56159,27033,Cottonwood County,MN,Minnesota
56160,27063,Jackson County,MN,Minnesota
56161,27063,Jackson County,MN,Minnesota
56162,27091,Martin County,MN,Minnesota
56164,27117,Pipestone County,MN,Minnesota
56165,27105,Nobles County,MN,Minnesota
56166,27127,Redwood County,MN,Minnesota
56167,27063,Jackson County,MN,Minnesota
56168,27105,Nobles County,MN,Minnesota
56169,27083,Lyon County,MN,Minnesota
56170,27081,Lincoln County,MN,Minnesota
56171,27091,Martin County,MN,Minnesota
56172,27101,Murray County,MN,Minnesota
56173,27133,Rock County,MN,Minnesota
56174,27033,Cottonwood County,MN,Minnesota
56175,27083,Lyon County,MN,Minnesota
56176,27091,Martin County,MN,Minnesota
56178,27081,Lincoln County,MN,Minnesota
56180,27127,Redwood County,MN,Minnesota
56181,27091,Martin County,MN,Minnesota
56183,27033,Cottonwood County,MN,Minnesota
56185,27105,Nobles County,MN,Minnesota
56186,27101,Murray County,MN,Minnesota
56187,27105,Nobles County,MN,Minnesota
56201,27067,Kandiyohi County,MN,Minnesota
56207,27149,Stevens County,MN,Minnesota
56208,27151,Swift County,MN,Minnesota
56209,27067,Kandiyohi County,MN,Minnesota
56210,27011,Big Stone County,MN,Minnesota
56211,27011,Big Stone County,MN,Minnesota
56212,27073,Lac qui Parle County,MN,Minnesota
56214,27127,Redwood County,MN,Minnesota
56215,27151,Swift County,MN,Minnesota
56216,27067,Kandiyohi County,MN,Minnesota
56218,27073,Lac qui Parle County,MN,Minnesota
56219,27011,Big Stone County,MN,Minnesota
56220,27173,Yellow Medicine County,MN,Minnesota
56221,27011,Big Stone County,MN,Minnesota
56222,27023,Chippewa County,MN,Minnesota
56223,27173,Yellow Medicine County,MN,Minnesota
56224,27127,Redwood County,MN,Minnesota
56225,27011,Big Stone County,MN,Minnesota
56226,27121,Pope County,MN,Minnesota
56227,27011,Big Stone County,MN,Minnesota
56228,27093,Meeker County,MN,Minnesota
56229,27083,Lyon County,MN,Minnesota
56230,27129,Renville County,MN,Minnesota
56231,27151,Swift County,MN,Minnesota
56232,27073,Lac qui Parle County,MN,Minnesota
56235,27149,Stevens County,MN,Minnesota
56236,27011,Big Stone County,MN,Minnesota
56237,27127,Redwood County,MN,Minnesota
56239,27083,Lyon County,MN,Minnesota
56240,27011,Big Stone County,MN,Minnesota
56241,27173,Yellow Medicine County,MN,Minnesota
56243,27093,Meeker County,MN,Minnesota
56244,27149,Stevens County,MN,Minnesota
56245,27173,Yellow Medicine County,MN,Minnesota
56248,27051,Grant County,MN,Minnesota
56249,27151,Swift County,MN,Minnesota
56251,27067,Kandiyohi County,MN,Minnesota
56252,27067,Kandiyohi County,MN,Minnesota
56253,27067,Kandiyohi County,MN,Minnesota
56255,27127,Redwood County,MN,Minnesota
56256,27073,Lac qui Parle County,MN,Minnesota
56257,27073,Lac qui Parle County,MN,Minnesota
56258,27083,Lyon County,MN,Minnesota
56260,27023,Chippewa County,MN,Minnesota
56262,27151,Swift County,MN,Minnesota
56263,27083,Lyon County,MN,Minnesota
56264,27083,Lyon County,MN,Minnesota
56265,27023,Chippewa County,MN,Minnesota
56266,27015,Brown County,MN,Minnesota
56267,27149,Stevens County,MN,Minnesota
56270,27129,Renville County,MN,Minnesota
56271,27151,Swift County,MN,Minnesota
56273,27067,Kandiyohi County,MN,Minnesota
56274,27051,Grant County,MN,Minnesota
56276,27011,Big Stone County,MN,Minnesota
56277,27129,Renville County,MN,Minnesota
56278,27011,Big Stone County,MN,Minnesota
56279,27067,Kandiyohi County,MN,Minnesota
56280,27173,Yellow Medicine County,MN,Minnesota
56281,27067,Kandiyohi County,MN,Minnesota
56282,27023,Chippewa County,MN,Minnesota
56283,27127,Redwood County,MN,Minnesota
56284,27129,Renville County,MN,Minnesota
56285,27023,Chippewa County,MN,Minnesota
56287,27127,Redwood County,MN,Minnesota
56288,27067,Kandiyohi County,MN,Minnesota
56289,27121,Pope County,MN,Minnesota
56291,27083,Lyon County,MN,Minnesota
56292,27127,Redwood County,MN,Minnesota
56293,27127,Redwood County,MN,Minnesota
56294,27127,Redwood County,MN,Minnesota
56295,27023,Chippewa County,MN,Minnesota
56296,27155,Traverse County,MN,Minnesota
56297,27173,Yellow Medicine County,MN,Minnesota
56301,27145,Stearns County,MN,Minnesota
56302,27145,Stearns County,MN,Minnesota
56303,27145,Stearns County,MN,Minnesota
56304,27009,Benton County,MN,Minnesota
56307,27145,Stearns County,MN,Minnesota
56308,27041,Douglas County,MN,Minnesota
56309,27041,Douglas County,MN,Minnesota
56310,27145,Stearns County,MN,Minnesota
56311,27051,Grant County,MN,Minnesota
56312,27067,Kandiyohi County,MN,Minnesota
56313,27095,Mille Lacs County,MN,Minnesota
56314,27145,Stearns County,MN,Minnesota
56315,27041,Douglas County,MN,Minnesota
56316,27121,Pope County,MN,Minnesota
56318,27153,Todd County,MN,Minnesota
56319,27041,Douglas County,MN,Minnesota
56320,27145,Stearns County,MN,Minnesota
56321,27145,Stearns County,MN,Minnesota
56323,27121,Pope County,MN,Minnesota
56324,27111,Otter Tail County,MN,Minnesota
56325,27145,Stearns County,MN,Minnesota
56326,27041,Douglas County,MN,Minnesota
56327,27041,Douglas County,MN,Minnesota
56328,27097,Morrison County,MN,Minnesota
56329,27009,Benton County,MN,Minnesota
56330,27095,Mille Lacs County,MN,Minnesota
56331,27145,Stearns County,MN,Minnesota
56332,27041,Douglas County,MN,Minnesota
56333,27009,Benton County,MN,Minnesota
56334,27121,Pope County,MN,Minnesota
56335,27145,Stearns County,MN,Minnesota
56336,27145,Stearns County,MN,Minnesota
56338,27097,Morrison County,MN,Minnesota
56339,27041,Douglas County,MN,Minnesota
56340,27145,Stearns County,MN,Minnesota
56341,27041,Douglas County,MN,Minnesota
56342,27095,Mille Lacs County,MN,Minnesota
56343,27041,Douglas County,MN,Minnesota
56344,27097,Morrison County,MN,Minnesota
56345,27097,Morrison County,MN,Minnesota
56347,27153,Todd County,MN,Minnesota
56349,27121,Pope County,MN,Minnesota
56350,27001,Aitkin County,MN,Minnesota
56352,27145,Stearns County,MN,Minnesota
56353,27095,Mille Lacs County,MN,Minnesota
56354,27041,Douglas County,MN,Minnesota
56355,27041,Douglas County,MN,Minnesota
56356,27145,Stearns County,MN,Minnesota
56357,27095,Mille Lacs County,MN,Minnesota
56358,27065,Kanabec County,MN,Minnesota
56359,27095,Mille Lacs County,MN,Minnesota
56360,27041,Douglas County,MN,Minnesota
56361,27111,Otter Tail County,MN,Minnesota
56362,27145,Stearns County,MN,Minnesota
56363,27095,Mille Lacs County,MN,Minnesota
56364,27097,Morrison County,MN,Minnesota
56367,27009,Benton County,MN,Minnesota
56368,27145,Stearns County,MN,Minnesota
56369,27145,Stearns County,MN,Minnesota
56371,27145,Stearns County,MN,Minnesota
56373,27097,Morrison County,MN,Minnesota
56374,27145,Stearns County,MN,Minnesota
56375,27145,Stearns County,MN,Minnesota
56376,27145,Stearns County,MN,Minnesota
56377,27145,Stearns County,MN,Minnesota
56378,27145,Stearns County,MN,Minnesota
56379,27009,Benton County,MN,Minnesota
56381,27121,Pope County,MN,Minnesota
56382,27097,Morrison County,MN,Minnesota
56384,27097,Morrison County,MN,Minnesota
56385,27041,Douglas County,MN,Minnesota
56386,27095,Mille Lacs County,MN,Minnesota
56387,27145,Stearns County,MN,Minnesota
56388,27145,Stearns County,MN,Minnesota
56389,27153,Todd County,MN,Minnesota
56393,27145,Stearns County,MN,Minnesota
56395,27145,Stearns County,MN,Minnesota
56399,27145,Stearns County,MN,Minnesota
56401,27035,Crow Wing County,MN,Minnesota
56425,27035,Crow Wing County,MN,Minnesota
56431,27001,Aitkin County,MN,Minnesota
56433,27057,Hubbard County,MN,Minnesota
56434,27153,Todd County,MN,Minnesota
56435,27021,Cass County,MN,Minnesota
56436,27057,Hubbard County,MN,Minnesota
56437,27153,Todd County,MN,Minnesota
56438,27153,Todd County,MN,Minnesota
56440,27153,Todd County,MN,Minnesota
56441,27035,Crow Wing County,MN,Minnesota
56442,27035,Crow Wing County,MN,Minnesota
56443,27097,Morrison County,MN,Minnesota
56444,27035,Crow Wing County,MN,Minnesota
56446,27153,Todd County,MN,Minnesota
56447,27035,Crow Wing County,MN,Minnesota
56448,27035,Crow Wing County,MN,Minnesota
56449,27097,Morrison County,MN,Minnesota
56450,27035,Crow Wing County,MN,Minnesota
56452,27021,Cass County,MN,Minnesota
56453,27111,Otter Tail County,MN,Minnesota
56455,27035,Crow Wing County,MN,Minnesota
56458,27057,Hubbard County,MN,Minnesota
56461,27057,Hubbard County,MN,Minnesota
56464,27005,Becker County,MN,Minnesota
56465,27035,Crow Wing County,MN,Minnesota
56466,27021,Cass County,MN,Minnesota
56467,27057,Hubbard County,MN,Minnesota
56468,27035,Crow Wing County,MN,Minnesota
56469,27001,Aitkin County,MN,Minnesota
56470,27057,Hubbard County,MN,Minnesota
56472,27035,Crow Wing County,MN,Minnesota
56473,27021,Cass County,MN,Minnesota
56474,27021,Cass County,MN,Minnesota
56475,27097,Morrison County,MN,Minnesota
56477,27111,Otter Tail County,MN,Minnesota
56479,27153,Todd County,MN,Minnesota
56481,27159,Wadena County,MN,Minnesota
56482,27111,Otter Tail County,MN,Minnesota
56484,27021,Cass County,MN,Minnesota
56501,27005,Becker County,MN,Minnesota
56502,27005,Becker County,MN,Minnesota
56510,27107,Norman County,MN,Minnesota
56511,27005,Becker County,MN,Minnesota
56514,27027,Clay County,MN,Minnesota
56515,27111,Otter Tail County,MN,Minnesota
56516,27087,Mahnomen County,MN,Minnesota
56517,27119,Polk County,MN,Minnesota
56518,27111,Otter Tail County,MN,Minnesota
56519,27027,Clay County,MN,Minnesota
56520,27167,Wilkin County,MN,Minnesota
56521,27005,Becker County,MN,Minnesota
56522,27051,Grant County,MN,Minnesota
56523,27119,Polk County,MN,Minnesota
56524,27111,Otter Tail County,MN,Minnesota
56525,27027,Clay County,MN,Minnesota
56527,27111,Otter Tail County,MN,Minnesota
56528,27111,Otter Tail County,MN,Minnesota
56529,27027,Clay County,MN,Minnesota
56531,27051,Grant County,MN,Minnesota
56533,27111,Otter Tail County,MN,Minnesota
56534,27111,Otter Tail County,MN,Minnesota
56535,27119,Polk County,MN,Minnesota
56536,27027,Clay County,MN,Minnesota
56537,27111,Otter Tail County,MN,Minnesota
56538,27111,Otter Tail County,MN,Minnesota
56540,27119,Polk County,MN,Minnesota
56541,27107,Norman County,MN,Minnesota
56542,27119,Polk County,MN,Minnesota
56543,27111,Otter Tail County,MN,Minnesota
56544,27005,Becker County,MN,Minnesota
56545,27107,Norman County,MN,Minnesota
56546,27027,Clay County,MN,Minnesota
56547,27027,Clay County,MN,Minnesota
56548,27107,Norman County,MN,Minnesota
56549,27027,Clay County,MN,Minnesota
56550,27107,Norman County,MN,Minnesota
56551,27111,Otter Tail County,MN,Minnesota
56552,27005,Becker County,MN,Minnesota
56553,27167,Wilkin County,MN,Minnesota
56554,27005,Becker County,MN,Minnesota
56556,27119,Polk County,MN,Minnesota
56557,27087,Mahnomen County,MN,Minnesota
56560,27027,Clay County,MN,Minnesota
56561,27027,Clay County,MN,Minnesota
56562,27027,Clay County,MN,Minnesota
56563,27027,Clay County,MN,Minnesota
56565,27155,Traverse County,MN,Minnesota
56566,27087,Mahnomen County,MN,Minnesota
56567,27111,Otter Tail County,MN,Minnesota
56568,27107,Norman County,MN,Minnesota
56569,27005,Becker County,MN,Minnesota
56570,27005,Becker County,MN,Minnesota
56571,27111,Otter Tail County,MN,Minnesota
56572,27111,Otter Tail County,MN,Minnesota
56573,27111,Otter Tail County,MN,Minnesota
56574,27107,Norman County,MN,Minnesota
56575,27005,Becker County,MN,Minnesota
56576,27111,Otter Tail County,MN,Minnesota
56577,27005,Becker County,MN,Minnesota
56578,27005,Becker County,MN,Minnesota
56579,27111,Otter Tail County,MN,Minnesota
56580,27027,Clay County,MN,Minnesota
56581,27107,Norman County,MN,Minnesota
56583,27111,Otter Tail County,MN,Minnesota
56584,27027,Clay County,MN,Minnesota
56585,27005,Becker County,MN,Minnesota
56586,27111,Otter Tail County,MN,Minnesota
56587,27111,Otter Tail County,MN,Minnesota
56588,27111,Otter Tail County,MN,Minnesota
56589,27087,Mahnomen County,MN,Minnesota
56590,27051,Grant County,MN,Minnesota
56591,27005,Becker County,MN,Minnesota
56592,27087,Mahnomen County,MN,Minnesota
56593,27005,Becker County,MN,Minnesota
56594,27027,Clay County,MN,Minnesota
56601,27007,Beltrami County,MN,Minnesota
56619,27007,Beltrami County,MN,Minnesota
56621,27029,Clearwater County,MN,Minnesota
56623,27077,Lake of the Woods County,MN,Minnesota
56626,27021,Cass County,MN,Minnesota
56627,27071,Koochiching County,MN,Minnesota
56628,27061,Itasca County,MN,Minnesota
56629,27071,Koochiching County,MN,Minnesota
56630,27007,Beltrami County,MN,Minnesota
56631,27061,Itasca County,MN,Minnesota
56633,27021,Cass County,MN,Minnesota
56634,27029,Clearwater County,MN,Minnesota
56636,27061,Itasca County,MN,Minnesota
56637,27061,Itasca County,MN,Minnesota
56639,27061,Itasca County,MN,Minnesota
56641,27021,Cass County,MN,Minnesota
56644,27029,Clearwater County,MN,Minnesota
56646,27029,Clearwater County,MN,Minnesota
56647,27007,Beltrami County,MN,Minnesota
56649,27071,Koochiching County,MN,Minnesota
56650,27007,Beltrami County,MN,Minnesota
56651,27087,Mahnomen County,MN,Minnesota
56652,27007,Beltrami County,MN,Minnesota
56653,27071,Koochiching County,MN,Minnesota
56654,27071,Koochiching County,MN,Minnesota
56655,27021,Cass County,MN,Minnesota
56657,27061,Itasca County,MN,Minnesota
56658,27071,Koochiching County,MN,Minnesota
56659,27061,Itasca County,MN,Minnesota
56660,27071,Koochiching County,MN,Minnesota
56661,27061,Itasca County,MN,Minnesota
56662,27021,Cass County,MN,Minnesota
56663,27007,Beltrami County,MN,Minnesota
56666,27007,Beltrami County,MN,Minnesota
56667,27007,Beltrami County,MN,Minnesota
56668,27071,Koochiching County,MN,Minnesota
56669,27071,Koochiching County,MN,Minnesota
56670,27007,Beltrami County,MN,Minnesota
56671,27007,Beltrami County,MN,Minnesota
56672,27021,Cass County,MN,Minnesota
56673,27077,Lake of the Woods County,MN,Minnesota
56676,27007,Beltrami County,MN,Minnesota
56678,27007,Beltrami County,MN,Minnesota
56680,27061,Itasca County,MN,Minnesota
56681,27061,Itasca County,MN,Minnesota
56683,27007,Beltrami County,MN,Minnesota
56684,27119,Polk County,MN,Minnesota
56685,27007,Beltrami County,MN,Minnesota
56686,27077,Lake of the Woods County,MN,Minnesota
56688,27061,Itasca County,MN,Minnesota
56701,27113,Pennington County,MN,Minnesota
56710,27089,Marshall County,MN,Minnesota
56711,27077,Lake of the Woods County,MN,Minnesota
56713,27089,Marshall County,MN,Minnesota
56714,27135,Roseau County,MN,Minnesota
56715,27125,Red Lake County,MN,Minnesota
56716,27119,Polk County,MN,Minnesota
56720,27069,Kittson County,MN,Minnesota
56721,27119,Polk County,MN,Minnesota
56722,27119,Polk County,MN,Minnesota
56723,27119,Polk County,MN,Minnesota
56724,27089,Marshall County,MN,Minnesota
56725,27089,Marshall County,MN,Minnesota
56726,27135,Roseau County,MN,Minnesota
56727,27007,Beltrami County,MN,Minnesota
56728,27069,Kittson County,MN,Minnesota
56729,27069,Kittson County,MN,Minnesota
56731,27069,Kittson County,MN,Minnesota
56732,27069,Kittson County,MN,Minnesota
56733,27069,Kittson County,MN,Minnesota
56734,27069,Kittson County,MN,Minnesota
56735,27069,Kittson County,MN,Minnesota
56736,27119,Polk County,MN,Minnesota
56737,27089,Marshall County,MN,Minnesota
56738,27089,Marshall County,MN,Minnesota
56740,27069,Kittson County,MN,Minnesota
56741,27077,Lake of the Woods County,MN,Minnesota
56742,27119,Polk County,MN,Minnesota
56744,27089,Marshall County,MN,Minnesota
56748,27125,Red Lake County,MN,Minnesota
56750,27119,Polk County,MN,Minnesota
56751,27135,Roseau County,MN,Minnesota
56754,27113,Pennington County,MN,Minnesota
56755,27069,Kittson County,MN,Minnesota
56756,27135,Roseau County,MN,Minnesota
56757,27089,Marshall County,MN,Minnesota
56758,27089,Marshall County,MN,Minnesota
56759,27089,Marshall County,MN,Minnesota
56760,27089,Marshall County,MN,Minnesota
56761,27135,Roseau County,MN,Minnesota
56762,27089,Marshall County,MN,Minnesota
56763,27135,Roseau County,MN,Minnesota
57001,46083,Lincoln County,SD,South Dakota
57002,46011,Brookings County,SD,South Dakota
57003,46099,Minnehaha County,SD,South Dakota
57004,46027,Clay County,SD,South Dakota
57005,46099,Minnehaha County,SD,South Dakota
57006,46011,Brookings County,SD,South Dakota
57007,46011,Brookings County,SD,South Dakota
57010,46027,Clay County,SD,South Dakota
57012,46087,McCook County,SD,South Dakota
57013,46083,Lincoln County,SD,South Dakota
57014,46027,Clay County,SD,South Dakota
57015,46099,Minnehaha County,SD,South Dakota
57016,46079,Lake County,SD,South Dakota
57017,46079,Lake County,SD,South Dakota
57018,46079,Lake County,SD,South Dakota
57020,46099,Minnehaha County,SD,South Dakota
57021,46083,Lincoln County,SD,South Dakota
57022,46099,Minnehaha County,SD,South Dakota
57024,46101,Moody County,SD,South Dakota
57025,46127,Union County,SD,South Dakota
57026,46011,Brookings County,SD,South Dakota
57027,46083,Lincoln County,SD,South Dakota
57028,46101,Moody County,SD,South Dakota
57029,46125,Turner County,SD,South Dakota
57030,46099,Minnehaha County,SD,South Dakota
57031,46027,Clay County,SD,South Dakota
57032,46083,Lincoln County,SD,South Dakota
57033,46099,Minnehaha County,SD,South Dakota
57034,46083,Lincoln County,SD,South Dakota
57035,46099,Minnehaha County,SD,South Dakota
57036,46125,Turner County,SD,South Dakota
57037,46027,Clay County,SD,South Dakota
57038,46127,Union County,SD,South Dakota
57039,46083,Lincoln County,SD,South Dakota
57040,46009,Bon Homme County,SD,South Dakota
57041,46099,Minnehaha County,SD,South Dakota
57042,46079,Lake County,SD,South Dakota
57043,46125,Turner County,SD,South Dakota
57045,46067,Hutchinson County,SD,South Dakota
57046,46135,Yankton County,SD,South Dakota
57047,46087,McCook County,SD,South Dakota
57048,46087,McCook County,SD,South Dakota
57049,46127,Union County,SD,South Dakota
57050,46079,Lake County,SD,South Dakota
57051,46077,Kingsbury County,SD,South Dakota
57052,46067,Hutchinson County,SD,South Dakota
57053,46125,Turner County,SD,South Dakota
57054,46077,Kingsbury County,SD,South Dakota
57055,46099,Minnehaha County,SD,South Dakota
57057,46079,Lake County,SD,South Dakota
57058,46087,McCook County,SD,South Dakota
57059,46009,Bon Homme County,SD,South Dakota
57061,46011,Brookings County,SD,South Dakota
57062,46009,Bon Homme County,SD,South Dakota
57063,46009,Bon Homme County,SD,South Dakota
57064,46083,Lincoln County,SD,South Dakota
57065,46101,Moody County,SD,South Dakota
57066,46009,Bon Homme County,SD,South Dakota
57067,46135,Yankton County,SD,South Dakota
57068,46099,Minnehaha County,SD,South Dakota
57069,46027,Clay County,SD,South Dakota
57070,46125,Turner County,SD,South Dakota
57071,46011,Brookings County,SD,South Dakota
57072,46027,Clay County,SD,South Dakota
57073,46027,Clay County,SD,South Dakota
57075,46079,Lake County,SD,South Dakota
57076,46079,Lake County,SD,South Dakota
57077,46083,Lincoln County,SD,South Dakota
57078,46135,Yankton County,SD,South Dakota
57101,46099,Minnehaha County,SD,South Dakota
57103,46099,Minnehaha County,SD,South Dakota
57104,46099,Minnehaha County,SD,South Dakota
57105,46099,Minnehaha County,SD,South Dakota
57106,46099,Minnehaha County,SD,South Dakota
57107,46099,Minnehaha County,SD,South Dakota
57108,46083,Lincoln County,SD,South Dakota
57109,46099,Minnehaha County,SD,South Dakota
57110,46099,Minnehaha County,SD,South Dakota
57118,46099,Minnehaha County,SD,South Dakota
57186,46099,Minnehaha County,SD,South Dakota
57193,46099,Minnehaha County,SD,South Dakota
57197,46099,Minnehaha County,SD,South Dakota
57198,46099,Minnehaha County,SD,South Dakota
57201,46029,Codington County,SD,South Dakota
57212,46057,Hamlin County,SD,South Dakota
57213,46011,Brookings County,SD,South Dakota
57214,46077,Kingsbury County,SD,South Dakota
57216,46051,Grant County,SD,South Dakota
57217,46025,Clark County,SD,South Dakota
57218,46039,Deuel County,SD,South Dakota
57219,46037,Day County,SD,South Dakota
57220,46011,Brookings County,SD,South Dakota
57221,46077,Kingsbury County,SD,South Dakota
57223,46057,Hamlin County,SD,South Dakota
57224,46109,Roberts County,SD,South Dakota
57225,46025,Clark County,SD,South Dakota
57226,46039,Deuel County,SD,South Dakota
57227,46051,Grant County,SD,South Dakota
57231,46077,Kingsbury County,SD,South Dakota
57232,46037,Day County,SD,South Dakota
57233,46057,Hamlin County,SD,South Dakota
57234,46011,Brookings County,SD,South Dakota
57235,46029,Codington County,SD,South Dakota
57236,46025,Clark County,SD,South Dakota
57237,46039,Deuel County,SD,South Dakota
57238,46029,Codington County,SD,South Dakota
57239,46037,Day County,SD,South Dakota
57241,46057,Hamlin County,SD,South Dakota
57242,46029,Codington County,SD,South Dakota
57243,46025,Clark County,SD,South Dakota
57245,46029,Codington County,SD,South Dakota
57246,46051,Grant County,SD,South Dakota
57247,46091,Marshall County,SD,South Dakota
57248,46057,Hamlin County,SD,South Dakota
57249,46077,Kingsbury County,SD,South Dakota
57251,46051,Grant County,SD,South Dakota
57252,46051,Grant County,SD,South Dakota
57255,46109,Roberts County,SD,South Dakota
57256,46029,Codington County,SD,South Dakota
57257,46109,Roberts County,SD,South Dakota
57258,46025,Clark County,SD,South Dakota
57259,46039,Deuel County,SD,South Dakota
57260,46109,Roberts County,SD,South Dakota
57261,46037,Day County,SD,South Dakota
57262,46109,Roberts County,SD,South Dakota
57263,46029,Codington County,SD,South Dakota
57264,46029,Codington County,SD,South Dakota
57265,46029,Codington County,SD,South Dakota
57266,46051,Grant County,SD,South Dakota
57268,46011,Brookings County,SD,South Dakota
57269,46051,Grant County,SD,South Dakota
57270,46091,Marshall County,SD,South Dakota
57271,46025,Clark County,SD,South Dakota
57272,46025,Clark County,SD,South Dakota
57273,46037,Day County,SD,South Dakota
57274,46037,Day County,SD,South Dakota
57276,46011,Brookings County,SD,South Dakota
57278,46025,Clark County,SD,South Dakota
57279,46109,Roberts County,SD,South Dakota
57301,46035,Davison County,SD,South Dakota
57311,46061,Hanson County,SD,South Dakota
57312,46005,Beadle County,SD,South Dakota
57313,46023,Charles Mix County,SD,South Dakota
57314,46005,Beadle County,SD,South Dakota
57315,46009,Bon Homme County,SD,South Dakota
57317,46053,Gregory County,SD,South Dakota
57319,46061,Hanson County,SD,South Dakota
57321,46061,Hanson County,SD,South Dakota
57322,46005,Beadle County,SD,South Dakota
57323,46077,Kingsbury County,SD,South Dakota
57324,46005,Beadle County,SD,South Dakota
57325,46015,Brule County,SD,South Dakota
57328,46003,Aurora County,SD,South Dakota
57329,46023,Charles Mix County,SD,South Dakota
57330,46023,Charles Mix County,SD,South Dakota
57331,46035,Davison County,SD,South Dakota
57332,46087,McCook County,SD,South Dakota
57334,46035,Davison County,SD,South Dakota
57335,46053,Gregory County,SD,South Dakota
57337,46097,Miner County,SD,South Dakota
